Fri Feb 07 2020 22:30:33 GMT-0500 (Eastern Standard Time) - Run Time: 3131ms

Cross Tabulation Query Form - Trip - 2016 v1.1

Row: 2006 GTA zone of origin - gta06_orig
Column: Straight line trip length in Metre - trip_m
Table: Planning district of origin - pd_orig

RowG:
ColG:
TblG:(1)

Filters:
Start time of trip - start_time In 1500-1900
and
2006 GTA zone of origin - gta06_orig In 1-90
and
2006 GTA zone of destination - gta06_dest In 1-90

Trip 2016
ROW : gta06_orig
COLUMN : trip_m

TABLE    : pd_orig (PD 1 of Toronto)

  gta06_orig      trip_m      total
          17         285         28
          17         334         15
          17         346         22
          17         361         49
          17         417         18
          17         443         12
          17         451         30
          17         494         12
          17         535         14
          17         595         18
          17         654         13
          17         664         27
          17         673         26
          17         749         26
          17         818         28
          17         836          9
          17         904          9
          17         933         21
          17         998         18
          17        1019         30
          17        1062         60
          17        1106         23
          17        1213         30
          17        1265         13
          17        1292         30
          17        1439         17
          17        1443         30
          17        1471         16
          17        1497          9
          17        1559         21
          17        1567         20
          17        1602         21
          17        1623         36
          17        1665         15
          17        1734         22
          17        1745         16
          17        1756         18
          17        1888         23
          17        1919         24
          17        2016         10
          17        2131         16
          17        2167         24
          17        2244         23
          17        2306         16
          17        2329         17
          17        2393         18
          17        2409          5
          17        2487         15
          17        2660         68
          17        2741          8
          17        2760         23
          17        2825         30
          17        2847          8
          17        2975         17
          17        3006         21
          17        3077         24
          17        3354         23
          17        4338         22
          18         155         19
          18         205         82
          18         273         19
          18         379         16
          18         391         15
          18         404         15
          18         416         28
          18         433         60
          18         452         23
          18         654         13
          18         664         27
          18         760         21
          18         775         25
          18         786         16
          18         818         53
          18        1046         18
          18        1264         21
          18        1292         21
          18        1316          6
          18        1387         33
          18        1477         15
          18        1559         40
          18        1751         34
          18        1915         13
          18        1955         15
          18        1974         52
          18        2285         11
          18        2417         54
          18        2453         36
          18        2951         15
          18        3257         12
          18        4541         35
          19         269         11
          19         292          8
          19         315         14
          19         330         13
          19         401         21
          19         412          6
          19         433        154
          19         436          8
          19         438         18
          19         487          8
          19         535         15
          19         557          5
          19         577         15
          19         607         17
          19         679         14
          19         690         14
          19         721         20
          19         840         61
          19         874         23
          19        1033         57
          19        1076          7
          19        1183         14
          19        1291         10
          19        1478         61
          19        1489         16
          19        1716         13
          19        1833          5
          19        1962          3
          19        2290         17
          19        2575          4
          19        2720          3
          19        4066         16
          19        5146          5
          20         310          6
          20         330         13
          20         436          8
          20         552         14
          20         575         11
          20         595         34
          20         634          6
          20         707         14
          20         779          5
          20         785         12
          20         821          5
          20         825          6
          20        1448         12
          20        1591         11
          20        1631         10
          20        1682          3
          20        1684          6
          20        1876          7
          20        1941          5
          20        1961         14
          20        2037          7
          20        2686         12
          20        2804         19
          20        3067          7
          20        3125         33
          20        3452          5
          21          70         15
          21          96         14
          21         102         17
          21         147         59
          21         153         34
          21         154         19
          21         157        228
          21         163         18
          21         171         24
          21         176         44
          21         182         47
          21         210         37
          21         234         27
          21         243         24
          21         258         17
          21         271         73
          21         289         37
          21         315         10
          21         319         15
          21         322         10
          21         323         15
          21         324         18
          21         340         22
          21         342         58
          21         349         23
          21         354         15
          21         375         14
          21         383         29
          21         387         20
          21         394         19
          21         405         15
          21         443         23
          21         450         22
          21         453         33
          21         486         16
          21         501         12
          21         526         15
          21         550         65
          21         551         18
          21         564         18
          21         566         19
          21         578         31
          21         595         62
          21         604         16
          21         605         25
          21         627         15
          21         629          9
          21         642         14
          21         647         17
          21         664         19
          21         692         13
          21         693         14
          21         720         41
          21         722          5
          21         728         11
          21         729         28
          21         738         27
          21         765         18
          21         782         19
          21         790         28
          21         820         18
          21         841         18
          21         869          9
          21         874         23
          21         875         29
          21         891          5
          21         896         25
          21         908         13
          21         952          5
          21         994         14
          21        1030         60
          21        1043          3
          21        1067         20
          21        1112         20
          21        1118         33
          21        1124         18
          21        1145         31
          21        1148         13
          21        1205         39
          21        1236         12
          21        1240         14
          21        1245         67
          21        1255         39
          21        1256         39
          21        1313         19
          21        1325         30
          21        1326         14
          21        1336         14
          21        1365         30
          21        1370         17
          21        1387         20
          21        1394         42
          21        1395         29
          21        1435         20
          21        1443         30
          21        1465         25
          21        1471         30
          21        1500         38
          21        1508         41
          21        1554         11
          21        1557         17
          21        1627         27
          21        1652         45
          21        1656         25
          21        1685         26
          21        1707         23
          21        1742         82
          21        1754         17
          21        1788         29
          21        1813         38
          21        1823         10
          21        1835         11
          21        1840         11
          21        1846         31
          21        1884         15
          21        1931         34
          21        1954         28
          21        1991          5
          21        1992         18
          21        1998         15
          21        2008         36
          21        2012         21
          21        2074         17
          21        2128          5
          21        2174         23
          21        2263         56
          21        2264         43
          21        2265         11
          21        2271         55
          21        2275         18
          21        2286         56
          21        2296         17
          21        2315         17
          21        2318         19
          21        2325         10
          21        2337         51
          21        2356         13
          21        2411         29
          21        2432         12
          21        2472         10
          21        2487          6
          21        2507         23
          21        2540         14
          21        2541         48
          21        2552         39
          21        2582         25
          21        2588         29
          21        2649         35
          21        2657         44
          21        2693         73
          21        2697         90
          21        2706         32
          21        2741         27
          21        2749         26
          21        2794         13
          21        2801         20
          21        2821         18
          21        2825          9
          21        2917         18
          21        2973         14
          21        3002         23
          21        3046         18
          21        3148         18
          21        3248         39
          21        3280         13
          21        3285         18
          21        3430         11
          21        3436         35
          21        3487         18
          21        3521         15
          21        3566         28
          21        3570         22
          21        3791         12
          21        3821         20
          21        4018         22
          21        4130         11
          21        4252         23
          21        4309         23
          21        4359         15
          21        4493         27
          21        4552         23
          21        4622         20
          21        4696         20
          21        4950         19
          21        4975         15
          21        5238         11
          22         102         57
          22         165         15
          22         170         37
          22         179         15
          22         213          6
          22         277         28
          22         295         31
          22         327        114
          22         343         15
          22         363         45
          22         374         11
          22         394         18
          22         404         31
          22         424         19
          22         450        125
          22         473         23
          22         488         57
          22         554         58
          22         577         15
          22         588         37
          22         614         18
          22         621         30
          22         634         11
          22         638         12
          22         644         10
          22         646         23
          22         649         19
          22         716         45
          22         743         10
          22         781         18
          22         824         33
          22         831          6
          22         842         16
          22         870         16
          22         935         28
          22        1009          5
          22        1113          6
          22        1304         16
          22        1331         34
          22        1400         11
          22        1406         31
          22        1422         12
          22        1448         22
          22        1483         18
          22        1485         44
          22        1525         31
          22        1570         15
          22        1572          5
          22        1609         24
          22        1664          3
          22        1675         40
          22        1678         16
          22        1689         41
          22        1783         57
          22        1807         14
          22        1808         43
          22        1825         13
          22        1906         20
          22        2402         16
          22        2540        106
          22        2550          7
          22        3401         72
          22        3614         14
          22        3640         54
          22        4638         10
          23          59         15
          23         141         34
          23         167         38
          23         192         10
          23         231         55
          23         511         36
          23         649         15
          23         702         28
          23         714         47
          23         733         15
          23         744          5
          23         758         19
          23         808         18
          23         825         38
          23         831         11
          23         878         11
          23         881         32
          23         984         58
          23        1058         18
          23        1071          9
          23        1181        155
          23        1208         10
          23        1238         20
          23        1400         20
          23        1539         37
          23        1559         11
          23        1571         46
          23        1614         18
          23        1641         34
          23        1721          7
          23        1886         13
          23        2108          6
          23        2347         30
          23        2733          7
          23        2849         18
          23        3152         33
          23        3344          5
          23        3403         18
          23        3431          5
          23        3504         26
          24         178         11
          24         231         55
          24         314         13
          24         459         15
          24         534         67
          24         613         21
          24         751         10
          24         816         34
          24         841         13
          24         910          5
          24        1019         17
          24        1086         23
          24        1243         71
          24        1264         19
          24        1338         31
          24        1418          5
          24        1505         67
          24        1689         10
          24        1779         25
          24        1831         14
          24        2105         37
          24        2781         22
          24        5518         29
          25          24          9
          25          49         16
          25          50         31
          25          97         15
          25         132         16
          25         143         10
          25         148         12
          25         165         21
          25         188         13
          25         199          9
          25         201         18
          25         270          9
          25         275          9
          25         278         22
          25         281         21
          25         283          9
          25         294         12
          25         296         19
          25         306         10
          25         311          7
          25         324         18
          25         331         37
          25         356          9
          25         404         31
          25         408         10
          25         411          9
          25         419         11
          25         424          8
          25         443         12
          25         451         30
          25         452         31
          25         477          9
          25         487          4
          25         496         23
          25         497         35
          25         500         19
          25         502         10
          25         524         14
          25         546         12
          25         563         20
          25         566         13
          25         581         19
          25         583          9
          25         593         17
          25         607          8
          25         608         12
          25         611         18
          25         616         10
          25         617         21
          25         629         13
          25         631        132
          25         635         15
          25         646         17
          25         649         40
          25         650         14
          25         655          6
          25         678         12
          25         686         19
          25         711         18
          25         731         26
          25         745        128
          25         750         18
          25         769         13
          25         803         15
          25         869         30
          25         872         10
          25         886         18
          25         896         15
          25         908          4
          25         911         18
          25         939          6
          25         952         21
          25         962         10
          25         975         29
          25         994         48
          25        1004         21
          25        1013         16
          25        1016          4
          25        1019         30
          25        1032         27
          25        1036         14
          25        1040         14
          25        1050         37
          25        1058         14
          25        1067         20
          25        1082         20
          25        1096         30
          25        1112         19
          25        1130         54
          25        1131         34
          25        1136         44
          25        1146          9
          25        1150         16
          25        1154         16
          25        1161         31
          25        1163         14
          25        1179         23
          25        1211         21
          25        1226         12
          25        1231         44
          25        1255         13
          25        1257         18
          25        1302         27
          25        1317         11
          25        1342         74
          25        1347         18
          25        1351         14
          25        1353          4
          25        1385          9
          25        1390         22
          25        1391         18
          25        1393          9
          25        1396         20
          25        1415         14
          25        1423         11
          25        1429         19
          25        1485         43
          25        1490         19
          25        1494         12
          25        1504         28
          25        1513         12
          25        1527         23
          25        1541         51
          25        1547          5
          25        1569         12
          25        1578         10
          25        1586         18
          25        1614         13
          25        1631         13
          25        1678         16
          25        1688         17
          25        1716         24
          25        1726         18
          25        1737          5
          25        1740         33
          25        1751          4
          25        1758         13
          25        1833         23
          25        1835         14
          25        1841         19
          25        1846         10
          25        1851         14
          25        1852         11
          25        1873          8
          25        1900         12
          25        1918         22
          25        1919         22
          25        1928         24
          25        1950          9
          25        2000         18
          25        2026          8
          25        2052         27
          25        2058         12
          25        2060         26
          25        2073         16
          25        2105         17
          25        2144         18
          25        2150         10
          25        2161          6
          25        2178         15
          25        2180         32
          25        2191         25
          25        2212        132
          25        2218         25
          25        2219         21
          25        2232         14
          25        2241         33
          25        2251         15
          25        2264         28
          25        2279         20
          25        2291         18
          25        2302         11
          25        2344         15
          25        2353         14
          25        2365         23
          25        2393         46
          25        2411         11
          25        2437         25
          25        2444         24
          25        2459         14
          25        2473          5
          25        2487         15
          25        2488         15
          25        2524         19
          25        2526         26
          25        2543         12
          25        2566         18
          25        2594         28
          25        2609         18
          25        2634         10
          25        2679         30
          25        2688         26
          25        2718         18
          25        2750         50
          25        2777         19
          25        2844         27
          25        2867         12
          25        2870         16
          25        3017         17
          25        3040         18
          25        3082          7
          25        3144         48
          25        3161         40
          25        3180         20
          25        3300          7
          25        3312         29
          25        3381         13
          25        3473         12
          25        3620         18
          25        3627         19
          25        3649         29
          25        3662         38
          25        3704         21
          25        3725          9
          25        3910         20
          25        4122          7
          25        4146         20
          25        4149         17
          25        4211         23
          25        4342         12
          25        4545         23
          25        4692         33
          26          70          7
          26          78         16
          26         171         12
          26         246         21
          26         247         12
          26         252          9
          26         254         47
          26         258         17
          26         260         16
          26         263          5
          26         286         11
          26         311         30
          26         337         15
          26         385         15
          26         424          8
          26         467         15
          26         468         18
          26         487          4
          26         527         12
          26         532          9
          26         540         11
          26         551          8
          26         570         58
          26         572         14
          26         584         27
          26         608         12
          26         617         14
          26         620         23
          26         621         12
          26         681          8
          26         689         12
          26         711         18
          26         728         17
          26         796         14
          26         807         12
          26         852         14
          26         868          9
          26         891          7
          26         908         30
          26         921          5
          26         929         55
          26         948          3
          26         991         10
          26         995          5
          26        1096          4
          26        1155          8
          26        1227         16
          26        1231         14
          26        1306         22
          26        1327         11
          26        1334         11
          26        1384         16
          26        1429         17
          26        1491         13
          26        1492         14
          26        1640         20
          26        1654          9
          26        1665         19
          26        1684        106
          26        1712          7
          26        1734         11
          26        1758         28
          26        1799         12
          26        1832         14
          26        1915         13
          26        2034          9
          26        2103         12
          26        2339         15
          26        2443          5
          26        2718         14
          26        2752         72
          26        2785         12
          26        2996        163
          26        3005         19
          26        3095         27
          26        3257         19
          26        3419         14
          26        3444         19
          26        3662         35
          26        3865         16
          26        4130         17
          26        4307         20
          26        4408         14
          27         412         14
          28         326         33
          28        1343         12
          29         286          6
          29         857         16
          29         915         24
          29         980          6
          29        1011         71
          29        1038         15
          29        1113         21
          29        1203         10
          29        1315         12
          29        1430         10
          29        2073         37
          29        2109         19
          29        2193         30
          29        2282         37
          29        2690         39
          29        2692         18
          29        2710         12
          29        2746         14
          29        2907         11
          29        2945         17
          29        3174         47
          29        3201         24
          29        3233         41
          30        1479          4
          30        1489         25
          30        1505         56
          30        2575          4
          30        2612         14
          30        3430         18
          31         264         17
          31         527         35
          31         727         12
          31         772         19
          31         778         24
          31         823         12
          31         886          8
          31         911          6
          31         997         19
          31        1128         26
          31        1377         19
          31        1418          5
          31        1662          5
          31        1767         29
          31        1796          7
          31        1838          9
          31        1872          5
          31        1999         10
          31        2172         18
          31        2215         10
          31        2217         10
          31        2312         22
          31        2736         20
          31        2930          8
          31        3141         12
          32         764         22
          32        1269         12
          32        1394         38
          32        1450         28
          32        1530         30
          32        1637         10
          32        2101         19
          32        2347         13
          32        2612         10
          32        2742         18
          32        3394         20
          32        3479         12
          33         148         10
          33         258         12
          33         259         22
          33         410         20
          33         902         18
          33        1111         21
          33        1150         14
          33        1181         12
          33        1225          7
          33        1305         20
          33        1440         15
          33        1490         21
          33        1560         13
          33        1702         22
          33        1790          8
          33        2028        152
          33        2291         14
          33        2507          6
          33        2575         15
          33        2954         15
          33        3232          8
          33        3305         27
          33        3696        123
          34          96         23
          34         132         10
          34         141         21
          34         144         21
          34         329         13
          34         344         14
          34         376          8
          34         379         18
          34         394         10
          34         410         20
          34         430          9
          34         469         21
          34         567         33
          34         589         25
          34         648         10
          34         655         14
          34         660         10
          34         681          8
          34         691         21
          34         791         26
          34         816         34
          34         885         34
          34         929         55
          34         979         10
          34        1024         13
          34        1108         12
          34        1127         58
          34        1130         17
          34        1142         20
          34        1193         18
          34        1243         11
          34        1276          4
          34        1289         30
          34        1328         19
          34        1411          5
          34        1525         40
          34        1532         18
          34        1788         22
          34        1812         14
          34        1871         22
          34        1919         37
          34        1967         15
          34        2118         11
          34        2163         16
          34        2284         28
          34        2385         18
          34        2396         28
          34        2530          4
          34        2610         10
          34        2689         18
          34        2973         28
          34        3097         15
          34        3137         20
          34        3445         18
          34        3612         16
          34        5661         17
          34        5910         21
          35           0         32
          35          20         29
          35          89         10
          35         164         19
          35         175         10
          35         196         12
          35         199         22
          35         216         13
          35         248         11
          35         249         13
          35         254          8
          35         292         12
          35         306         11
          35         362         12
          35         383          9
          35         394         10
          35         412         12
          35         432         21
          35         451          4
          35         459         14
          35         467         15
          35         472          9
          35         474         10
          35         506         10
          35         530         17
          35         599         15
          35         609         18
          35         615          9
          35         617         21
          35         636         18
          35         655          6
          35         657          7
          35         663          5
          35         702         12
          35         728         24
          35         733         12
          35         744          5
          35         751         10
          35         770         12
          35         794         23
          35         835         24
          35         853         18
          35         890         53
          35         896         21
          35         907         40
          35         949         26
          35        1057         14
          35        1077          5
          35        1097         18
          35        1103          5
          35        1140         12
          35        1146         14
          35        1223          8
          35        1233         15
          35        1300         15
          35        1313         21
          35        1347         21
          35        1370         19
          35        1400         16
          35        1418         11
          35        1428         22
          35        1444         15
          35        1452         12
          35        1524         54
          35        1526         12
          35        1528         18
          35        1541          9
          35        1553         17
          35        1575         18
          35        1577         15
          35        1597         10
          35        1611         25
          35        1618         23
          35        1629         18
          35        1639         15
          35        1687         25
          35        1727         18
          35        1809         18
          35        1816         29
          35        1832         21
          35        1873         23
          35        1950         28
          35        1974          4
          35        1980         18
          35        1991         11
          35        2024         18
          35        2141         11
          35        2231         10
          35        2266         24
          35        2287          9
          35        2296         11
          35        2303          5
          35        2328         18
          35        2365         17
          35        2395         18
          35        2469         20
          35        2519         36
          35        2523         33
          35        2542         13
          35        2606         26
          35        2656         22
          35        2671          6
          35        2694         14
          35        2782         13
          35        2831         35
          35        2863         18
          35        3130         26
          35        3427         58
          35        3546         20
          35        3598         29
          35        3817         12
          35        5377         14
          36          62         15
          36          87         18
          36         114         10
          36         128         10
          36         175         18
          36         193         18
          36         197         12
          36         206         12
          36         228         48
          36         240         21
          36         271         13
          36         279          9
          36         302         11
          36         313         12
          36         319         14
          36         322         10
          36         341         21
          36         349          9
          36         356         15
          36         363         12
          36         366          7
          36         376         22
          36         381          9
          36         406         22
          36         409         25
          36         425         28
          36         430         15
          36         464         15
          36         496          6
          36         498          9
          36         510          9
          36         519         25
          36         521         18
          36         523         10
          36         530         17
          36         544          8
          36         551         20
