Fri Feb 07 2020 21:38:16 GMT-0500 (Eastern Standard Time) - Run Time: 3498ms

Cross Tabulation Query Form - Trip - 2016 v1.1

Row: 2006 GTA zone of origin - gta06_orig
Column: Straight line trip length in Metre - trip_m
Table: Planning district of destination - pd_dest

RowG:
ColG:
TblG:(1)

Filters:
2006 GTA zone of destination - gta06_dest In 1-90
and
2006 GTA zone of origin - gta06_orig In 1-90

Trip 2016
ROW : gta06_orig
COLUMN : trip_m

TABLE    : pd_dest (PD 1 of Toronto)

  gta06_orig      trip_m      total
          24        1505         67
          24        1524         27
          24        1553          5
          24        1639         34
          24        1647         34
          24        1663         11
          24        1667         27
          24        1689         10
          24        1696         46
          24        1715         13
          24        1724         24
          24        1779         25
          24        1823          5
          24        1831         14
          24        1879         25
          24        1899          6
          24        1942          5
          24        1944         25
          24        1951         24
          24        2029          5
          24        2071         17
          24        2080         48
          24        2105         37
          24        2288         32
          24        2323         87
          24        2392         23
          24        2418         47
          24        2442         24
          24        2667         55
          24        2781         22
          24        2783         11
          24        2889         43
          24        2895          7
          24        2916         14
          24        2924         43
          24        3045         29
          24        3213         14
          24        3407         19
          24        3420         15
          24        3434          7
          24        4149         20
          24        4394         29
          24        4925         19
          24        5218         23
          24        5518         29
          25           0         13
          25          24         19
          25          49         16
          25          50         31
          25          97         15
          25         100         18
          25         132         16
          25         143         21
          25         148         25
          25         165         21
          25         188         26
          25         199         18
          25         201         18
          25         208         16
          25         214         22
          25         233         21
          25         260          6
          25         270          9
          25         275          9
          25         278         44
          25         281         21
          25         282         25
          25         283         18
          25         294         12
          25         296         19
          25         306         19
          25         311         20
          25         313         12
          25         316         19
          25         324         72
          25         330          9
          25         331         37
          25         336         10
          25         349          5
          25         356          9
          25         359         17
          25         376          8
          25         400         42
          25         404         31
          25         408         32
          25         411          9
          25         419         11
          25         424         17
          25         430         10
          25         437         12
          25         443         12
          25         450         11
          25         451         30
          25         452         31
          25         459         10
          25         462         31
          25         464         29
          25         468         18
          25         477          9
          25         478          7
          25         487          4
          25         488         25
          25         496         30
          25         497         35
          25         500         19
          25         502         10
          25         505          7
          25         519         12
          25         524         14
          25         530         24
          25         532          9
          25         533         21
          25         535          9
          25         542         14
          25         546         24
          25         563         20
          25         566         13
          25         569         18
          25         581         19
          25         583          9
          25         593         17
          25         600         13
          25         601         17
          25         607         17
          25         608         24
          25         611         58
          25         616         19
          25         617         21
          25         622         12
          25         629         13
          25         631        132
          25         634         34
          25         635         15
          25         637         21
          25         646         28
          25         649         40
          25         650         14
          25         655          6
          25         657          7
          25         663         15
          25         665          9
          25         668         18
          25         673         26
          25         678         12
          25         684          7
          25         686         19
          25         689         12
          25         690         22
          25         691         32
          25         697         12
          25         698         10
          25         699         12
          25         701          8
          25         702         12
          25         705         25
          25         706         14
          25         707         21
          25         711         37
          25         715         14
          25         716         12
          25         719         12
          25         724         12
          25         725         13
          25         728         12
          25         731         26
          25         736         27
          25         743          9
          25         744          5
          25         745        146
          25         750         18
          25         761         18
          25         766          9
          25         767         15
          25         769         13
          25         771         29
          25         774         22
          25         776         21
          25         777         12
          25         780         21
          25         787         12
          25         791         34
          25         799         12
          25         803         15
          25         806         17
          25         807         12
          25         808         47
          25         809         17
          25         813         18
          25         819         18
          25         820         18
          25         821         18
          25         822         21
          25         832          8
          25         834         18
          25         838         20
          25         844         21
          25         848         35
          25         849         16
          25         859          6
          25         862         16
          25         864          9
          25         869         67
          25         872         10
          25         878         21
          25         881         47
          25         886         18
          25         887         12
          25         890         53
          25         896         76
          25         908         17
          25         911         18
          25         913         58
          25         917         16
          25         918          9
          25         928          9
          25         931         14
          25         933         21
          25         938         12
          25         939          6
          25         940         10
          25         941         37
          25         942          8
          25         948         14
          25         949         26
          25         950         18
          25         951         21
          25         952         21
          25         956         12
          25         959         13
          25         962         10
          25         964         12
          25         968         12
          25         974          7
          25         975         29
          25         979         14
          25         993         60
          25         994         48
          25         997         17
          25         998         12
          25        1000         40
          25        1002         12
          25        1004         21
          25        1005          9
          25        1008         20
          25        1013         16
          25        1016         11
          25        1018         50
          25        1019         60
          25        1032         27
          25        1036         14
          25        1038          3
          25        1040         14
          25        1044         12
          25        1046         47
          25        1049         27
          25        1050         75
          25        1055         20
          25        1057         12
          25        1058         14
          25        1064         32
          25        1067         20
          25        1071          9
          25        1075          8
          25        1077          9
          25        1080         18
          25        1081         12
          25        1082         20
          25        1083          9
          25        1086          9
          25        1088         12
          25        1090         21
          25        1096         30
          25        1099         21
          25        1108         11
          25        1109          9
          25        1112         40
          25        1113         21
          25        1114         47
          25        1124         18
          25        1127         21
          25        1130         61
          25        1131         34
          25        1133         19
          25        1134         21
          25        1136         44
          25        1137         44
          25        1143         12
          25        1146          9
          25        1147         19
          25        1150         16
          25        1154         16
          25        1155         34
          25        1156         12
          25        1159         24
          25        1161         31
          25        1163         40
          25        1178         31
          25        1179         60
          25        1181         12
          25        1183         16
          25        1185         32
          25        1191          4
          25        1196         12
          25        1200         34
          25        1208         10
          25        1211         21
          25        1221         21
          25        1226         12
          25        1231         56
          25        1232         30
          25        1236          9
          25        1241         11
          25        1242          3
          25        1245          9
          25        1247         21
          25        1252          9
          25        1254         13
          25        1255         13
          25        1257         55
          25        1259         20
          25        1264         21
          25        1274          8
          25        1278         27
          25        1286         10
          25        1299         39
          25        1302         27
          25        1314         13
          25        1317         11
          25        1318         12
          25        1319         18
          25        1322         21
          25        1328         11
          25        1329         15
          25        1335         12
          25        1339         18
          25        1340         21
          25        1342        110
          25        1347         18
          25        1348         14
          25        1349         12
          25        1351         14
          25        1353          4
          25        1355         30
          25        1358         12
          25        1361         12
          25        1366         18
          25        1377         10
          25        1379         21
          25        1385         19
          25        1390         22
          25        1391         18
          25        1392         13
          25        1393          9
          25        1396         20
          25        1409         21
          25        1415         14
          25        1420         31
          25        1421         24
          25        1423         51
          25        1428          8
          25        1429         19
          25        1433         15
          25        1436         15
          25        1442         20
          25        1444         14
          25        1450        108
          25        1471         12
          25        1477         12
          25        1478         22
          25        1482         49
          25        1483         18
          25        1484         28
          25        1485         43
          25        1489         15
          25        1490         19
          25        1491         28
          25        1492          8
          25        1494         23
          25        1498         12
          25        1504         83
          25        1509         18
          25        1510         12
          25        1513         12
          25        1518         12
          25        1520         12
          25        1522         19
          25        1527         23
          25        1541         51
          25        1547          5
          25        1548         12
          25        1552         30
          25        1563         14
          25        1569         12
          25        1575         12
          25        1578         10
          25        1586         18
          25        1587         18
          25        1596         12
          25        1599         21
          25        1609         12
          25        1611         24
          25        1614         13
          25        1626         18
          25        1628         21
          25        1629         12
          25        1630          9
          25        1631         13
          25        1640         21
          25        1641         25
          25        1649         21
          25        1655          9
          25        1660         13
          25        1663         12
          25        1678         16
          25        1679         35
          25        1681         11
          25        1682         18
          25        1688         30
          25        1706         26
          25        1715         12
          25        1716         24
          25        1726         18
          25        1727         12
          25        1737          5
          25        1740         50
          25        1751          4
          25        1752         21
          25        1758         13
          25        1765         30
          25        1769         21
          25        1770         13
          25        1771         12
          25        1772         10
          25        1783         57
          25        1798         61
          25        1801         16
          25        1808         43
          25        1813         25
          25        1815         18
          25        1821          6
          25        1833         23
          25        1835         31
          25        1839         15
          25        1841         19
          25        1846         10
          25        1851         14
          25        1852         11
          25        1855         35
          25        1869         10
          25        1871         22
          25        1873         45
          25        1883         37
          25        1892         11
          25        1894          6
          25        1900         12
          25        1910         18
          25        1917         12
          25        1918         22
          25        1919         22
          25        1927         39
          25        1928         24
          25        1930         76
          25        1931         18
          25        1943         10
          25        1948         11
          25        1950          9
          25        1958         21
          25        1965         21
          25        1969         21
          25        1973         18
          25        1974          9
          25        1991          5
          25        1996         12
          25        2000         18
          25        2001         18
          25        2002         14
          25        2020         28
          25        2021         10
          25        2026          8
          25        2030         20
          25        2033         12
          25        2049         18
          25        2052         27
          25        2056         39
          25        2058         12
          25        2060         26
          25        2061         12
          25        2073        202
          25        2083          3
          25        2097         18
          25        2101         29
          25        2105         17
          25        2111         11
          25        2118         18
          25        2120        109
          25        2135         18
          25        2144         18
          25        2150         10
          25        2156         10
          25        2161          6
          25        2172         33
          25        2178         15
          25        2180         32
          25        2191         25
          25        2199         17
          25        2207         51
          25        2212        132
          25        2218         25
          25        2219         21
          25        2227         18
          25        2228          9
          25        2231         17
          25        2232         14
          25        2237         16
          25        2241         33
          25        2251         25
          25        2255         29
          25        2256         15
          25        2264         28
          25        2275         18
          25        2279         20
          25        2287         10
          25        2291         18
          25        2302         24
          25        2315         40
          25        2325         10
          25        2330         12
          25        2334         21
          25        2342         22
          25        2344         28
          25        2353         14
          25        2355         15
          25        2357         12
          25        2365         23
          25        2367         23
          25        2387         21
          25        2393         46
          25        2408          7
          25        2411         11
          25        2412          9
          25        2413         10
          25        2429         18
          25        2431          9
          25        2432         12
          25        2434         16
          25        2437         25
          25        2444         24
          25        2445         13
          25        2459         14
          25        2473          5
          25        2487         15
          25        2488         15
          25        2514         11
          25        2518         12
          25        2524         45
          25        2526         26
          25        2533         11
          25        2534         26
          25        2535         18
          25        2543         12
          25        2544        103
          25        2556         12
          25        2566         18
          25        2594         28
          25        2609         18
          25        2625         19
          25        2634         10
          25        2636         12
          25        2638         28
          25        2674         46
          25        2675          9
          25        2679         30
          25        2688         26
          25        2718         18
          25        2723          9
          25        2743         12
          25        2750         50
          25        2768         21
          25        2777         26
          25        2813         12
          25        2837         29
          25        2844         27
          25        2854         10
          25        2867         12
          25        2870         16
          25        2911         12
          25        2926         12
          25        2931          8
          25        2979         41
          25        2985         14
          25        3000         11
          25        3017         17
          25        3036         22
          25        3040         18
          25        3082          7
          25        3096          9
          25        3103         19
          25        3115         12
          25        3130        132
          25        3144         48
          25        3148         15
          25        3161         40
          25        3171         22
          25        3180         20
          25        3223         32
          25        3270          9
          25        3300          7
          25        3307         14
          25        3312         29
          25        3314         11
          25        3381         13
          25        3473         12
          25        3578         21
          25        3597         10
          25        3620         18
          25        3627         19
          25        3649         29
          25        3662         38
          25        3681         26
          25        3704         21
          25        3710          4
          25        3725          9
          25        3891          8
          25        3910         20
          25        3949         12
          25        4122          7
          25        4146         20
          25        4149         17
          25        4211         23
          25        4261         11
          25        4342         12
          25        4545         23
          25        4682         12
          25        4692         33
          25        5445          8
          26          55         17
          26          70         15
          26          78         16
          26         117         12
          26         171         12
          26         178         30
          26         194         19
          26         197         14
          26         237         24
          26         246         21
          26         247         24
          26         252          9
          26         254         47
          26         258         34
          26         259         10
          26         260         31
          26         263          5
          26         286         11
          26         292         12
          26         311         30
          26         314         14
          26         337         15
          26         344         14
          26         345         11
          26         361          8
          26         385         15
          26         392         20
          26         393         16
          26         398         25
          26         401         14
          26         409         14
          26         416         24
          26         424          8
          26         430          9
          26         437         12
          26         443         12
          26         451         35
          26         459         10
          26         467         15
          26         468         18
          26         475         21
          26         487          4
          26         512          9
          26         527         12
          26         532          9
          26         540         11
          26         544         12
          26         551         16
          26         555         13
          26         570         58
          26         572         14
          26         577         10
          26         584         27
          26         590         17
          26         593         17
          26         604         19
          26         608         24
          26         610         39
          26         617         14
          26         620         35
          26         621         12
          26         624         12
          26         643         17
          26         649         16
          26         655         24
          26         681          8
          26         682         12
          26         689         12
          26         698         12
          26         703         14
          26         711         57
          26         728         28
          26         741         35
          26         770         12
          26         775         12
          26         796         14
          26         806         16
          26         807         12
          26         812         18
          26         818         28
          26         820         33
          26         852         14
          26         868          9
          26         881         14
          26         891         43
          26         908         30
          26         920         16
          26         921         10
          26         929         55
          26         930         19
          26         938         30
          26         948          6
          26         991         10
          26         995          5
          26        1009         15
          26        1015         12
          26        1029         16
          26        1030         16
          26        1042         12
          26        1056         16
          26        1068         15
          26        1096          4
          26        1106         23
          26        1114         19
          26        1115         17
          26        1121         31
          26        1123         15
          26        1129         14
          26        1132          8
          26        1151         15
          26        1153         10
          26        1155          8
          26        1209         19
          26        1215         16
          26        1216         19
          26        1225         55
          26        1227         16
          26        1231         29
          26        1264         19
          26        1272         17
          26        1297         16
          26        1306         22
          26        1319         24
          26        1320         18
          26        1323         17
          26        1327         30
          26        1334         11
          26        1344         14
          26        1366         14
          26        1370         14
          26        1384         16
          26        1392         12
          26        1400         20
          26        1429         17
          26        1430         16
          26        1434         82
          26        1439         17
          26        1467         24
          26        1489         16
          26        1491         13
          26        1492         28
          26        1498         27
          26        1515         19
          26        1519         16
          26        1565         12
          26        1592          8
          26        1611         14
          26        1614         18
          26        1618         12
          26        1633         14
          26        1640         20
          26        1642         13
          26        1644         22
          26        1649         16
          26        1654          9
          26        1656         13
          26        1665         19
          26        1684        120
          26        1712          7
          26        1734         11
          26        1754         14
          26        1758         28
          26        1790         14
          26        1799         12
          26        1803         13
          26        1832         14
          26        1845         12
          26        1915         13
          26        1928         14
          26        1936         11
          26        1947         16
          26        1961         12
          26        1962         12
          26        1968         16
          26        1978         14
          26        1996         14
          26        2011         17
          26        2034          9
          26        2066         11
          26        2090         25
          26        2094         16
          26        2103         12
          26        2105         11
          26        2106         15
          26        2111         20
          26        2131         12
          26        2162         33
          26        2186         11
          26        2188         12
          26        2206         15
          26        2225         19
          26        2232         10
          26        2290         12
          26        2339         15
          26        2427         14
          26        2443          5
          26        2507         12
          26        2565         28
          26        2571          7
          26        2597         12
          26        2605         12
          26        2617          9
          26        2623          4
          26        2718         14
          26        2749         26
          26        2752         72
          26        2755         19
          26        2785         12
          26        2792         12
          26        2804         19
          26        2837          4
          26        2850          9
          26        2851         18
          26        2901         12
          26        2903         27
          26        2928         19
          26        2960         14
          26        2963         16
          26        2975         14
          26        2996        163
          26        3005         34
          26        3011         83
          26        3024         36
          26        3095         27
          26        3098         13
          26        3101          8
          26        3139         20
          26        3196         27
          26        3206         17
          26        3216         11
          26        3222         16
          26        3242         15
          26        3257         19
          26        3313         37
          26        3331         22
          26        3380         33
          26        3419         26
          26        3444         19
          26        3483         22
          26        3568         15
          26        3602         14
          26        3662         35
          26        3793         20
          26        3865         49
          26        4123         14
          26        4130         17
          26        4211         16
          26        4307         20
          26        4408         14
          26        4453         14
          27         412         14
          27         828          9
          28         250         30
          28         326         33
          28         626         20
          28        1113         11
          28        1343         12
          28        1573         26
          28        2445         23
          29         286          6
          29         560         15
          29         571         12
          29         649         16
          29         857         16
          29         881         25
          29         915         24
          29         980          6
          29        1002         14
          29        1011         71
          29        1038         15
          29        1047         10
          29        1049         27
          29        1113         21
          29        1203         10
          29        1315         12
          29        1430         10
          29        1686         10
          29        2046         29
          29        2073         37
          29        2109         19
          29        2193         30
          29        2237         28
          29        2282         37
          29        2457         18
          29        2657         44
          29        2690         78
          29        2692         18
          29        2710         12
          29        2746         28
          29        2907         11
          29        2945         17
          29        3174         47
          29        3201         24
          29        3233         41
          29        3346         21
          30         403          7
          30         474         22
          30         560         15
          30         580         20
          30         769          4
          30         774         22
          30         811          5
          30         852         17
          30         853         20
          30         884         23
          30         899         22
          30         937         22
          30         938         36
          30         962         16
          30         995          5
          30        1013         17
          30        1015         50
          30        1070         22
          30        1084         12
          30        1089         17
          30        1106         22
          30        1241         24
          30        1291          4
          30        1320         12
          30        1358         22
          30        1453         33
          30        1479          4
          30        1489         25
          30        1505         56
          30        1644          6
          30        1688         21
          30        1886         16
          30        2136         28
          30        2199         18
          30        2283         42
          30        2490         22
          30        2575          4
          30        2603          6
          30        2612         14
          30        3112         23
          30        3422         22
          30        3430         18
          30        3474          6
          30        3480         15
          31         264         17
          31         516         19
          31         519          7
          31         527         35
          31         531          8
          31         541         12
          31         543         12
          31         622          4
          31         698         12
          31         727         29
          31         772         19
          31         778         24
          31         785         14
          31         823         12
          31         886          8
          31         911          6
          31         997         19
          31        1128         26
          31        1377         19
          31        1393         29
          31        1399         17
          31        1415         13
          31        1418          5
          31        1460         21
          31        1649         14
          31        1662          5
          31        1689         37
          31        1767         29
          31        1771         58
          31        1796          7
          31        1838          9
          31        1872          5
          31        1973         21
          31        1999         10
          31        2000         10
          31        2001         30
          31        2006          4
          31        2016         19
          31        2165          4
          31        2172         18
          31        2215         10
          31        2217         10
          31        2312         22
          31        2327          4
          31        2381          4
          31        2389          4
          31        2735          8
          31        2736         20
          31        2930          8
          31        3141         12
          32         515         17
          32         764         22
          32         955         19
          32        1111         13
          32        1269         12
          32        1394         38
          32        1450         55
          32        1530         30
          32        1637         10
          32        1678         20
          32        1908          8
          32        2101         19
          32        2347         13
          32        2612         10
          32        2742         18
          32        3394         20
          32        3479         12
          33         148         10
          33         206         20
          33         258         12
          33         259         22
          33         317         30
          33         410         20
          33         902         18
          33        1092         19
          33        1111         21
          33        1150         14
          33        1181         12
          33        1225          7
          33        1305         20
          33        1424         11
          33        1440         15
          33        1490         21
          33        1560         13
          33        1675         40
          33        1702         44
          33        1766          8
          33        1790          8
          33        1824         30
          33        2028        152
          33        2291         14
          33        2507          6
          33        2575         15
          33        2674         27
          33        2834          6
          33        2954         15
          33        2973         30
          33        3232          8
          33        3305         27
          33        3696        123
          33        4333          5
          34          96         23
          34          98         10
          34         117         12
          34         132         10
          34         133          9
          34         141         21
          34         144         21
          34         165          9
          34         175         23
          34         216         13
          34         219         25
          34         241         21
          34         249         13
          34         250         23
          34         260          6
          34         268         47
          34         286         11
          34         291         23
          34         297         12
          34         306         11
          34         322         23
          34         329         34
          34         337         15
          34         341         21
          34         344         14
          34         345         11
          34         349          5
          34         359         17
          34         367         13
          34         371          9
          34         376          8
          34         379         18
          34         387         13
          34         391         17
          34         394         10
          34         399         15
          34         410         20
          34         429         18
          34         430          9
          34         434         15
          34         444         18
          34         453         25
          34         469         38
          34         473         14
          34         488         55
          34         493         12
          34         500         19
          34         520         28
          34         528         16
          34         531         17
          34         535          9
          34         541         12
          34         542         18
          34         543         12
          34         551         20
          34         559         20
          34         565         25
          34         567         33
          34         572          7
          34         581         25
          34         583          9
          34         589         35
          34         590         34
          34         594         11
          34         607         33
          34         612         17
          34         613         13
          34         621         33
          34         623         12
          34         626         46
          34         637         21
          34         646         11
          34         648         10
          34         655         24
          34         660         24
          34         668         36
          34         671         33
          34         681         26
          34         687         10
          34         691         21
          34         709         10
          34         711         20
          34         734         21
          34         735         19
          34         740         53
          34         743         18
          34         745         18
          34         750         28
          34         758         18
          34         767         13
          34         778         24
          34         791         26
          34         796         14
          34         816         34
          34         827         21
          34         848         33
          34         849          6
          34         872         66
          34         873         13
          34         875         13
          34         879         21
          34         882         33
          34         885         34
          34         890         31
          34         891          7
          34         894         18
          34         901         18
          34         917         13
          34         929         55
          34         932         25
          34         943         33
          34         953          7
          34         964         25
          34         979         10
          34         982         24
          34         989         13
          34        1004         21
          34        1009         18
          34        1013         12
          34        1024         13
          34        1038         21
          34        1060         67
          34        1108         12
          34        1109         14
          34        1127         58
          34        1130         17
          34        1134         49
          34        1142         32
          34        1144         44
          34        1147         17
          34        1150          7
          34        1160         11
          34        1163         18
          34        1182         10
          34        1191         14
          34        1193         18
          34        1227         12
          34        1243         11
          34        1256         27
          34        1264         14
          34        1267         16
          34        1276          4
          34        1289         30
          34        1311         18
          34        1313         20
          34        1328         19
          34        1333         10
          34        1356         21
          34        1359         53
          34        1369         18
          34        1392         25
          34        1411          5
          34        1464         25
          34        1470         14
          34        1499          7
          34        1505         23
          34        1525         40
          34        1527         44
          34        1532         18
          34        1582         23
          34        1587         19
          34        1600         18
          34        1604         18
          34        1638         18
          34        1645         18
          34        1651         14
          34        1654         16
          34        1681         36
          34        1711         12
          34        1712         10
          34        1723         30
          34        1725         33
          34        1783         25
          34        1788         22
          34        1812         14
