Fri Feb 07 2020 22:30:04 GMT-0500 (Eastern Standard Time) - Run Time: 3427ms

Cross Tabulation Query Form - Trip - 2016 v1.1

Row: 2006 GTA zone of origin - gta06_orig
Column: Straight line trip length in Metre - trip_m
Table: Planning district of origin - pd_orig

RowG:
ColG:
TblG:(1)

Filters:
Start time of trip - start_time In 900-1500
and
2006 GTA zone of origin - gta06_orig In 1-90
and
2006 GTA zone of destination - gta06_dest In 1-90

Trip 2016
ROW : gta06_orig
COLUMN : trip_m

TABLE    : pd_orig (PD 1 of Toronto)

  gta06_orig      trip_m      total
          16        2316         12
          16        2414         12
          16        2486         34
          16        2496         12
          16        2550         15
          16        2667         11
          16        2739         11
          16        2789         32
          16        2836         15
          16        2844          6
          16        2859          6
          16        2876         21
          16        3044         20
          16        3062         27
          16        3307         21
          16        3314         10
          16        3334         53
          16        3386         13
          16        3540         12
          16        3674         11
          16        3863          4
          16        3924         12
          16        4174         10
          16        4241         31
          16        5130          9
          16        5533         19
          17          81         60
          17         118         50
          17         175         28
          17         228         37
          17         240         12
          17         258         27
          17         276         11
          17         346         11
          17         489         28
          17         494         12
          17         547         82
          17         555         31
          17         664         27
          17         805          8
          17         818         28
          17         886         18
          17         909         11
          17         947         10
          17         998         18
          17        1183         16
          17        1255         37
          17        1299         27
          17        1319         27
          17        1348         31
          17        1353         11
          17        1456         10
          17        1504         56
          17        1512         22
          17        1561          8
          17        1570         18
          17        1649         14
          17        1714         12
          17        1718        128
          17        1742         82
          17        1798         10
          17        1869         14
          17        1884         28
          17        1887         23
          17        1908          8
          17        1917          5
          17        1921         12
          17        1978         10
          17        2004         31
          17        2006         16
          17        2030         23
          17        2059         23
          17        2109         20
          17        2208         21
          17        2246         16
          17        2294         16
          17        2297         33
          17        2330          7
          17        2456         14
          17        2502         22
          17        2555         14
          17        2641          5
          17        2703         15
          17        2728         13
          17        2811         17
          17        2877         10
          17        2924         27
          17        2971         18
          17        2983         10
          17        3037         23
          17        3077         24
          17        3083         21
          17        3121         32
          17        3177         20
          17        3359         31
          17        3400         25
          17        3410         19
          17        4520         27
          17        4677         20
          17        5101         27
          17        5737         20
          18           0         38
          18          11         30
          18         126         13
          18         155         19
          18         175         28
          18         228         37
          18         317         56
          18         347         60
          18         555         31
          18         664         27
          18         674         52
          18         679         14
          18         781         20
          18         811         12
          18        1075          8
          18        1184         56
          18        1255         28
          18        1408         13
          18        1461         18
          18        1491         13
          18        1535         28
          18        1589         14
          18        1629         54
          18        1642         15
          18        1758         13
          18        1864          5
          18        1903         28
          18        1974         52
          18        2024         29
          18        2135         28
          18        2224         28
          18        2256         18
          18        2306         18
          18        2507         16
          18        2777         21
          18        2924         18
          18        2930         19
          18        2970         14
          18        3181         14
          18        3359         14
          19          19         11
          19         142         18
          19         238         46
          19         298         18
          19         315         37
          19         318         10
          19         330          6
          19         335         54
          19         340          6
          19         351         16
          19         357          6
          19         371         24
          19         374         11
          19         433         60
          19         434         39
          19         441         82
          19         500         18
          19         508         20
          19         599         22
          19         674         52
          19         706         15
          19         715          5
          19         725         41
          19         872         12
          19         911         11
          19        1178         25
          19        1349         19
          19        1353          4
          19        1408          3
          19        1494         12
          19        1517          3
          19        1522          3
          19        1623         15
          19        1638         12
          19        1679         24
          19        1696         14
          19        1786         10
          19        1826         86
          19        1834         14
          19        1869          7
          19        1908         12
          19        1962          7
          19        1974         40
          19        1977          4
          19        2052         11
          19        2064         17
          19        2066         25
          19        2104         15
          19        2215         10
          19        2217         10
          19        2241          3
          19        2359          4
          19        2368          4
          19        2474          4
          19        2477          5
          19        2502          3
          19        2526          5
          19        2633         14
          19        2649         15
          19        3012         18
          19        3115          3
          19        3827         17
          19        5322         18
          20         234          4
          20         238         46
          20         374          5
          20         552         14
          20         691         19
          20         721          6
          20         816         11
          20         825          6
          20        1043          3
          20        1492         35
          20        1501         17
          20        1553         10
          20        1558          3
          20        1562          3
          20        1709          3
          20        1751          4
          20        1803         11
          20        1870          4
          20        1899         13
          20        1950          9
          20        2141          5
          20        2186         11
          20        2251          7
          20        2374          8
          20        2424          7
          20        2714         15
          20        2738          3
          20        2975          5
          20        3872         14
          20        5710         16
          21          46         16
          21         176         44
          21         182         21
          21         190         25
          21         200         40
          21         210         75
          21         228         44
          21         253         20
          21         263         40
          21         267         17
          21         319         29
          21         326          6
          21         340         22
          21         379         67
          21         387         33
          21         391         33
          21         397         19
          21         407         42
          21         419         11
          21         424         19
          21         443         23
          21         453         17
          21         501         12
          21         528         13
          21         555         18
          21         578         31
          21         595         20
          21         623         28
          21         638         28
          21         643         30
          21         672         15
          21         682         16
          21         687         31
          21         710         17
          21         725         41
          21         726          6
          21         729         11
          21         752         15
          21         758         38
          21         766         11
          21         777         18
          21         798         12
          21         817         14
          21         820         18
          21         825         38
          21         838         36
          21         854          5
          21         882         29
          21         915         12
          21         919          9
          21         921         58
          21         930         14
          21         944          5
          21         948         40
          21         976          9
          21        1011         15
          21        1038         46
          21        1048          5
          21        1069         20
          21        1070         15
          21        1112         20
          21        1118         33
          21        1126         31
          21        1147         13
          21        1149         34
          21        1176         15
          21        1178         25
          21        1211         20
          21        1255         14
          21        1263         15
          21        1313         35
          21        1334         37
          21        1341         15
          21        1353         41
          21        1355         22
          21        1380         14
          21        1394         23
          21        1415         15
          21        1430         30
          21        1442         19
          21        1472         46
          21        1498         16
          21        1507         16
          21        1511         20
          21        1514          5
          21        1539         10
          21        1543         39
          21        1565         14
          21        1566          5
          21        1596         14
          21        1619          6
          21        1627         11
          21        1629         13
          21        1635         62
          21        1637         17
          21        1676         31
          21        1689         44
          21        1727          3
          21        1768         19
          21        1835         31
          21        1856         29
          21        1860         15
          21        1886         35
          21        1908         28
          21        1916          5
          21        1962          5
          21        1983         18
          21        1992         18
          21        2007          6
          21        2008         93
          21        2018         14
          21        2042         31
          21        2043         18
          21        2047         32
          21        2059         62
          21        2085         31
          21        2167         10
          21        2172         28
          21        2186         17
          21        2188        125
          21        2203         10
          21        2227          8
          21        2237          5
          21        2306        114
          21        2353         62
          21        2357         10
          21        2385         19
          21        2413         27
          21        2417         17
          21        2473         25
          21        2504         15
          21        2519         36
          21        2521         10
          21        2530         39
          21        2550         15
          21        2560         22
          21        2600         17
          21        2636         26
          21        2690         39
          21        2709         19
          21        2758         15
          21        2797         52
          21        2813         16
          21        2817         37
          21        2823         67
          21        2824         96
          21        2827         11
          21        2878         19
          21        2914         31
          21        2955         38
          21        2973         30
          21        3009         37
          21        3020         44
          21        3114         15
          21        3129         30
          21        3173         31
          21        3176         45
          21        3238         32
          21        3325         30
          21        3365         29
          21        3410         20
          21        3504         43
          21        3506         28
          21        3914         14
          21        3923         16
          21        4130         11
          21        4195         33
          21        4914         19
          21        4936         20
          21        5665          7
          22          31          6
          22          55         12
          22          59         15
          22          88          6
          22         102        113
          22         170         37
          22         190         25
          22         200         12
          22         214         60
          22         217         37
          22         343         29
          22         345         18
          22         348         12
          22         351         16
          22         394         18
          22         430         31
          22         439         23
          22         450        125
          22         458         18
          22         465         18
          22         475         38
          22         487         18
          22         488        113
          22         595         46
          22         645         15
          22         693         13
          22         702         28
          22         706         15
          22         708          8
          22         710         17
          22         735         61
          22         742         15
          22         755         25
          22         767         27
          22         824         33
          22         825          6
          22         842         16
          22         878         15
          22         892         14
          22         930         30
          22         964         15
          22         980         28
          22         987         22
          22        1000         37
          22        1001         22
          22        1008         16
          22        1024         36
          22        1053         16
          22        1054         18
          22        1083         53
          22        1126         31
          22        1160         37
          22        1192         28
          22        1226         16
          22        1230         15
          22        1251         16
          22        1254         21
          22        1286         18
          22        1323         16
          22        1330         58
          22        1336         14
          22        1376          9
          22        1415         18
          22        1434         53
          22        1532         15
          22        1536         18
          22        1541         30
          22        1558         19
          22        1601         31
          22        1631         31
          22        1668         21
          22        1670         13
          22        1687         25
          22        1700         55
          22        1708         21
          22        1726         28
          22        1728         31
          22        1730          3
          22        1744         13
          22        1758         28
          22        1770         13
          22        1777         86
          22        1808         28
          22        1845         11
          22        1846         15
          22        1874         19
          22        1912         15
          22        1992         31
          22        2046         13
          22        2134         51
          22        2151         49
          22        2207         16
          22        2211         10
          22        2297         28
          22        2324         46
          22        2330         14
          22        2342         26
          22        2399          6
          22        2403         28
          22        2455         31
          22        2660         18
          22        2723         12
          22        2725         20
          22        2727         15
          22        2801         18
          22        2917         18
          22        3049         18
          22        3130         15
          22        3471         37
          22        3687         15
          22        3781          9
          22        4146          5
          22        5437         11
          23          64         58
          23         141         11
          23         185         19
          23         231         55
          23         235         25
          23         261         16
          23         315         37
          23         430         31
          23         507         49
          23         511         71
          23         513         14
          23         521         14
          23         533         24
          23         658         55
          23         659         10
          23         691         19
          23         735         61
          23         755         36
          23         804         25
          23         843         76
          23         877          6
          23         888         22
          23         938         58
          23         964          5
          23         994        103
          23        1024         16
          23        1086         15
          23        1109         17
          23        1159         20
          23        1165          5
          23        1181        114
          23        1182          8
          23        1223         43
          23        1238          5
          23        1314          4
          23        1655         23
          23        1771         58
          23        1929         13
          23        1950         68
          23        2063          5
          23        2142          5
          23        2352         17
          23        2700          5
          23        3344          5
          23        4213         37
          24          76         67
          24         521         14
          24         533         24
          24         632         54
          24         697         17
          24         699         25
          24         705        170
          24         745        128
          24         780         47
          24         811         10
          24         816         34
          24         921          5
          24        1009          5
          24        1068         13
          24        1086         23
          24        1139          5
          24        1165         11
          24        1196         56
          24        1216         17
          24        1243         71
          24        1267         27
          24        1326         55
          24        1334         18
          24        1345         46
          24        1639         34
          24        1942          5
          24        2080         48
          24        2288         32
          24        2323         43
          24        2392         23
          24        2667         55
          24        2889         43
          24        2916         14
          24        2924         43
          24        3213         14
          24        4394         29
          25         143         10
          25         148         12
          25         214         22
          25         260          6
          25         281         10
          25         282         25
          25         313         12
          25         316         19
          25         324         36
          25         349          5
          25         359         17
          25         376          8
          25         400         21
          25         437         12
          25         459         10
          25         462         16
          25         468         18
          25         488         25
          25         496         12
          25         505          7
          25         530         17
          25         532          9
          25         533         21
          25         535          9
          25         546         12
          25         581         19
          25         601         10
          25         607          8
          25         646         11
          25         663         15
          25         668         18
          25         689         12
          25         697         12
          25         698         10
          25         706         14
          25         711         18
          25         716         12
          25         736         27
          25         743          9
          25         745         18
          25         771         29
          25         780         21
          25         806         17
          25         807         12
          25         809          5
          25         832          8
          25         848         35
          25         859          6
          25         881         25
          25         890         53
          25         896         40
          25         928          9
          25         931         14
          25         938         12
          25         940         10
          25         942          8
          25         975         29
          25         993         60
          25         998         12
          25        1016          4
          25        1018         29
          25        1046         47
          25        1049         27
          25        1050         37
          25        1055         20
          25        1057         12
          25        1064         32
          25        1071          9
          25        1077          9
          25        1080         18
          25        1082          7
          25        1108         11
          25        1114         36
          25        1124         18
          25        1136         18
          25        1137         44
          25        1155         22
          25        1179         37
          25        1183         16
          25        1208         10
          25        1231         19
          25        1232         12
          25        1247         21
          25        1254         13
          25        1274          8
          25        1319         18
          25        1328         11
          25        1342         37
          25        1348         14
          25        1361         12
          25        1366         18
          25        1420         31
          25        1423         40
          25        1428          8
          25        1433         15
          25        1442         20
          25        1444         14
          25        1450        108
          25        1478         22
          25        1484         28
          25        1491         28
          25        1494         11
          25        1518         12
          25        1520         12
          25        1596         12
          25        1611         24
          25        1628         21
          25        1630          9
          25        1660         13
          25        1688         13
          25        1770         13
          25        1821          6
          25        1835         17
          25        1851         14
          25        1869         10
          25        1871         22
          25        1892         11
          25        1910         18
          25        1927         39
          25        1930         76
          25        1931         18
          25        1948         11
          25        1958         21
          25        1965         21
          25        1973         18
          25        2001         18
          25        2002         14
          25        2020         28
          25        2030         20
          25        2033         12
          25        2056         39
          25        2058         12
          25        2083          3
          25        2156         10
          25        2161          6
          25        2180         32
          25        2207         51
          25        2228          9
          25        2237         16
          25        2264         28
          25        2315         14
          25        2413         10
          25        2445         13
          25        2534         26
          25        2544         10
          25        2556         12
          25        2638         28
          25        2674         46
          25        2675          9
          25        2768         21
          25        2777          7
          25        2837         29
          25        2926         12
          25        3082          7
          25        3161         40
          25        3171         22
          25        3223         32
          25        3307         14
          25        3314         11
          25        4541          9
          25        4696         12
          25        5196          4
          26          70          7
          26          78         16
          26         117         12
          26         178         30
          26         247         12
          26         292         12
          26         345         11
          26         361          8
          26         392         10
          26         398         25
          26         401         14
          26         416         24
          26         437         12
          26         443         12
          26         459         10
          26         512          9
          26         544         12
          26         551          8
          26         555         13
          26         577         10
          26         590         17
          26         608         12
          26         610         20
          26         624         12
          26         655         24
          26         682         12
          26         711         57
          26         728         12
          26         741         12
          26         812         18
          26         921          5
          26         930         19
          26         938         21
          26         948          3
          26        1009         15
          26        1030         16
          26        1042         12
          26        1068         15
          26        1115         17
          26        1121         31
          26        1129         14
          26        1132          8
          26        1151         15
          26        1153         10
          26        1225         55
          26        1231         14
          26        1272         17
          26        1297         16
          26        1327         19
          26        1366         14
          26        1370         14
          26        1430         16
          26        1434         82
          26        1439         17
          26        1489         16
          26        1492         14
          26        1592          8
          26        1614         18
          26        1618         12
          26        1644         22
          26        1649         16
          26        1656         13
          26        1684         14
          26        1712          7
          26        1936         11
          26        1962         12
          26        2066         11
          26        2090         16
          26        2105         11
          26        2131         12
          26        2186         11
          26        2188         12
          26        2232         10
          26        2571          7
          26        2749         26
          26        2755         19
          26        2785         12
          26        2792         12
          26        2837          4
          26        2850          9
          26        2928         19
          26        2963         16
          26        3005         34
          26        3024         36
          26        3098         13
          26        3101          8
          26        3139         20
          26        3196         27
          26        3206         17
          26        3216         11
          26        3222         16
          26        3242         15
          26        3313         19
          26        3331         22
          26        3483         22
          26        3568         15
          26        3602         14
          26        3793         20
          26        4211         16
          27         828          9
          28         250         30
          28         626         10
          28        1573         26
          28        2445         23
          29         560         15
          29         571         12
          29         649         16
          29         881         25
          29        1002         14
          29        1047         10
          29        1049         27
          29        1686         10
          29        2046         29
          29        2237         28
          29        2690         39
          29        2746         14
          29        3346         21
          30         580         20
          30         853         20
          30        1644          6
          30        2603          6
          30        3112         23
          30        3474          6
          30        3480         15
          31         519          7
          31         531          8
          31         541         12
          31         543         12
          31         622          4
          31         727         17
          31        1393         29
          31        1415         13
          31        1460         21
          31        1649         14
          31        1771         58
          31        2000         10
          31        2001         30
          31        2016         19
          31        2165          4
          31        2327          4
          31        2381          4
          31        2389          4
          32        1269         12
          32        1678         20
          32        1908          8
          33         206         20
          33         317         30
          33        1092         19
          33        1702         22
          33        2674         27
          33        2834          6
          33        2973         30
          34          96         11
          34         133          9
          34         165          9
          34         175         23
          34         216         13
          34         219         25
          34         260          6
          34         268         32
          34         286         11
          34         291         23
          34         297         12
          34         329         21
          34         337         15
          34         345         11
          34         349          5
          34         359         17
          34         367         13
          34         371          9
          34         376          8
          34         410         20
          34         430          9
          34         453         25
          34         488         55
          34         528         16
          34         531         17
          34         535          9
          34         541         12
          34         543         12
          34         551         20
          34         565         25
          34         572          7
          34         590         34
          34         594         11
          34         621         33
          34         623         12
          34         626         26
          34         646         11
          34         668         18
          34         687         10
          34         709         10
          34         711         20
          34         735         19
          34         740         53
          34         745         18
          34         750         18
          34         778         24
          34         849          6
          34         879         21
          34         901         18
          34         917         13
          34         943         33
          34         989         13
          34        1004         21
          34        1009         18
          34        1038         21
          34        1109         14
          34        1144         44
          34        1150          7
          34        1160         11
          34        1193         18
          34        1256         27
          34        1333         10
          34        1470         14
          34        1505         23
          34        1582         23
          34        1587         19
          34        1604         18
          34        1651         14
          34        1838         22
          34        1846         15
          34        1904         10
          34        2016          4
          34        2029         18
          34        2100         12
          34        2144         18
          34        2265         19
          34        2368         17
          34        2502         20
          34        2521         33
          34        2553          7
          34        2587         10
          34        2696         24
          34        2710         22
          34        2718         13
          34        2750         10
          34        2832          7
          34        2857         18
          34        2894         19
          34        3014         22
          34        3081         38
          34        3262          8
          34        3372         14
          34        3595         33
          34        3674         21
          34        4386         18
          34        4880         21
          34        5910         21
          35          43          9
          35         175         23
          35         182         28
          35         196         12
          35         205         26
          35         209         40
          35         292         12
          35         344         22
          35         354         29
          35         465         21
          35         521         18
          35         537         13
          35         564         14
          35         631          9
          35         652         10
          35         714         54
          35         732         14
          35         810         31
          35         860         15
          35         896         15
          35         904          5
          35         905         12
          35         999         11
          35        1039         12
          35        1055         23
          35        1087          9
          35        1097         18
          35        1116         10
          35        1118         14
          35        1127         13
          35        1219         10
          35        1279         12
          35        1375         12
