Fri Feb 07 2020 22:29:44 GMT-0500 (Eastern Standard Time) - Run Time: 2908ms

Cross Tabulation Query Form - Trip - 2016 v1.1

Row: 2006 GTA zone of origin - gta06_orig
Column: Straight line trip length in Metre - trip_m
Table: Planning district of origin - pd_orig

RowG:
ColG:
TblG:(1)

Filters:
Start time of trip - start_time In 600-900
and
2006 GTA zone of origin - gta06_orig In 1-90
and
2006 GTA zone of destination - gta06_dest In 1-90

Trip 2016
ROW : gta06_orig
COLUMN : trip_m

TABLE    : pd_orig (PD 1 of Toronto)

  gta06_orig      trip_m      total
          17        2418          5
          17        2429         16
          17        2433         30
          17        2434          5
          17        2456         14
          17        2485          5
          17        2502         22
          17        2512         16
          17        2569         17
          17        2575         29
          17        2582         23
          17        2625         23
          17        2634         11
          17        2648         53
          17        2703         15
          17        2727          7
          17        2735         28
          17        2788         18
          17        2807         16
          17        2823         12
          17        2867         16
          17        2877         10
          17        2953         13
          17        2987         16
          17        3013         16
          17        3048          5
          17        3057         24
          17        3136         22
          17        3159         17
          17        3177         20
          17        3216         10
          17        3245         20
          17        3338         14
          17        3417         21
          17        3448         16
          17        3483          5
          17        3487         23
          17        3599         53
          17        3710         10
          17        3917          5
          17        3937         36
          17        5786          5
          17        5964         12
          18         261         16
          18         335         54
          18         433        154
          18         511         71
          18         664         27
          18         679         14
          18        1251         16
          18        1255         28
          18        1331         34
          18        1406         31
          18        1485         88
          18        1576         12
          18        1579         12
          18        1581         16
          18        1609         24
          18        1663          5
          18        1675         40
          18        1821          5
          18        1836         28
          18        1873         32
          18        1879         31
          18        1910         11
          18        1959          7
          18        1998         15
          18        2016          5
          18        2050          7
          18        2066         16
          18        2093          7
          18        2094         16
          18        2111          7
          18        2118         45
          18        2163         16
          18        2176          9
          18        2250         10
          18        2285         11
          18        2405         10
          18        2443         27
          18        2494         23
          18        2529         21
          18        2622         54
          18        2722         10
          18        2780         13
          18        2853         27
          18        2930         19
          18        2959         16
          18        3231         54
          18        4048         15
          19         330          6
          19         335         54
          19         357          6
          19         485         15
          19         508         20
          19         634         11
          19         638         12
          19         755         25
          19         802          3
          19         829          3
          19        1136         14
          19        1165         11
          19        1328         11
          19        1370         17
          19        1456         25
          19        1592         15
          19        1613          3
          19        1826         86
          19        1838         10
          19        1894         13
          19        1898          9
          19        1908         12
          19        1981          3
          19        2066         25
          19        2072          7
          19        2113         15
          19        2224          3
          19        2273          5
          19        2359          4
          19        2368          4
          19        2375          3
          19        2393          3
          19        2425          5
          19        2477          5
          19        2552         30
          19        2598          3
          19        2633         14
          19        2649         15
          19        2708         30
          19        2803          5
          19        2841          3
          19        4932         14
          20         330         13
          20         607         17
          20         821          5
          20        1658          6
          20        1737          5
          20        1751          4
          20        1832          4
          20        1899          6
          20        2051          3
          20        2083          3
          20        2098          4
          20        2141          5
          20        2162         18
          20        2177          3
          20        2213         11
          20        2251          3
          20        2267          9
          20        2289          5
          20        2303          5
          20        2312          3
          20        2418          3
          20        2424          7
          20        2460         17
          20        2467         35
          20        2480          4
          20        2487         46
          20        2492         25
          20        2497         18
          20        2532          3
          20        2655          5
          20        2807          3
          20        2838         13
          20        2884          4
          20        2919          9
          20        2954         15
          20        2995         11
          20        3233          4
          20        3290         38
          20        4049         17
          21          96         14
          21         147         59
          21         165         29
          21         176         44
          21         182         26
          21         234         43
          21         253         41
          21         258         17
          21         263         63
          21         267         17
          21         282         13
          21         295         31
          21         326          6
          21         327        114
          21         349         22
          21         363         45
          21         394         18
          21         404         31
          21         407         42
          21         439         23
          21         443         33
          21         450        125
          21         473         23
          21         475         76
          21         526         15
          21         549         16
          21         555         18
          21         590          6
          21         595         29
          21         621         30
          21         646         23
          21         716         45
          21         734          5
          21         758         38
          21         775         29
          21         825         38
          21         881         32
          21         917         15
          21         920         14
          21         921         29
          21         933         16
          21         971         14
          21         977         34
          21        1034          5
          21        1066          5
          21        1068         15
          21        1109         15
          21        1134         38
          21        1144         18
          21        1165         18
          21        1168          6
          21        1181         41
          21        1186         23
          21        1266         22
          21        1293          5
          21        1305         15
          21        1319         28
          21        1354         30
          21        1358         35
          21        1361        114
          21        1364         16
          21        1394         23
          21        1429         80
          21        1439         30
          21        1472         46
          21        1486         16
          21        1493         44
          21        1536         15
          21        1566          5
          21        1590         25
          21        1618         25
          21        1635         71
          21        1644         29
          21        1678         38
          21        1686          7
          21        1697         19
          21        1747         29
          21        1767          5
          21        1774         17
          21        1780          6
          21        1785         69
          21        1808         28
          21        1811         38
          21        1813          5
          21        1860         15
          21        1861         20
          21        1891         26
          21        1898         23
          21        1915         32
          21        1930         17
          21        1940         25
          21        1945         17
          21        1949         31
          21        1976         16
          21        1984         41
          21        1990         14
          21        1992         18
          21        2004         51
          21        2007          6
          21        2020        116
          21        2043         18
          21        2047         20
          21        2049         18
          21        2065          6
          21        2068         41
          21        2077         18
          21        2092         31
          21        2172         28
          21        2178         44
          21        2186         17
          21        2188        125
          21        2218         16
          21        2232         14
          21        2241         33
          21        2278         20
          21        2282         35
          21        2302         17
          21        2308         38
          21        2311         44
          21        2337         16
          21        2339         15
          21        2355         23
          21        2385         19
          21        2390         35
          21        2404         10
          21        2438         31
          21        2466         16
          21        2478         59
          21        2483         22
          21        2504         29
          21        2533         18
          21        2540         14
          21        2550         15
          21        2552         19
          21        2556         15
          21        2601         44
          21        2612         10
          21        2688         19
          21        2689         56
          21        2690         39
          21        2718         37
          21        2804         32
          21        2832         19
          21        2839         18
          21        2878         19
          21        2937         51
          21        2953         36
          21        2978         42
          21        3020         44
          21        3027         20
          21        3111         17
          21        3169         35
          21        3188         30
          21        3193         30
          21        3220         38
          21        3238         32
          21        3351         19
          21        3895         36
          21        3929         28
          21        4195         33
          21        4400         74
          21        4909         30
          21        5504         44
          22          88          6
          22         102         57
          22         165         15
          22         179         29
          22         282         13
          22         343         29
          22         427          5
          22         439         23
          22         487         18
          22         488         57
          22         595         27
          22         659         16
          22         691         32
          22         729         28
          22         735         61
          22         742         15
          22         755         25
          22         767         14
          22         808         18
          22         816         16
          22         825          6
          22         853         20
          22         864         44
          22         956         37
          22         969         22
          22         990         16
          22         994          3
          22        1001         18
          22        1007         15
          22        1024         16
          22        1053         16
          22        1054         18
          22        1123          3
          22        1125         45
          22        1150         10
          22        1192         28
          22        1205         25
          22        1213         18
          22        1214         16
          22        1225         13
          22        1228          9
          22        1254         21
          22        1304         15
          22        1312         17
          22        1321         17
          22        1326         11
          22        1333         11
          22        1357         19
          22        1386         25
          22        1398          6
          22        1411         18
          22        1478         28
          22        1484         28
          22        1485         44
          22        1488         15
          22        1491         76
          22        1525         31
          22        1537         18
          22        1541         30
          22        1576         32
          22        1593         18
          22        1608          4
          22        1639         15
          22        1662         16
          22        1670         28
          22        1674         15
          22        1720         18
          22        1730         17
          22        1739         19
          22        1743         18
          22        1744         13
          22        1783         25
          22        1795          4
          22        1819         13
          22        1839         18
          22        1844         13
          22        1882         25
          22        1943         17
          22        1950         28
          22        1956         28
          22        1963         28
          22        2001         21
          22        2101         19
          22        2109          8
          22        2151         49
          22        2156          6
          22        2174         18
          22        2199         17
          22        2271         28
          22        2310         11
          22        2316          5
          22        2351         25
          22        2390         25
          22        2426          4
          22        2442         20
          22        2490          4
          22        2503          3
          22        2507         16
          22        2535         18
          22        2538         18
          22        2602         22
          22        2613         25
          22        2774         25
          22        2781         11
          22        2809          4
          22        2844         28
          22        2847         13
          22        2862         30
          22        2959         17
          22        3037         12
          22        3244         25
          22        3250         13
          22        3471         37
          22        3610         18
          22        4171         25
          23         428         46
          23         547        114
          23         554         58
          23         557          5
          23         644         10
          23         697         43
          23         714         47
          23         779          5
          23         962         10
          23         982         90
          23        1229         58
          23        1261         23
          23        1390          5
          23        1403          5
          23        1592         37
          23        1783          5
          23        1841         47
          23        1903          5
          23        1943         47
          23        1959         48
          23        2116         31
          23        2142          5
          23        2153          5
          23        2435         58
          23        3123         63
          24         331         37
          24         497         35
          24         534         67
          24         634         24
          24         654         21
          24         705         14
          24         725         23
          24         794         55
          24         830        128
          24         834         58
          24         885         34
          24         921          5
          24         966         16
          24        1008         47
          24        1029         33
          24        1157         58
          24        1196          5
          24        1216          5
          24        1229         19
          24        1281         63
          24        1453         17
          24        1524         27
          24        1553          5
          24        1647         34
          24        1663         11
          24        1667         27
          24        1696         46
          24        1715         13
          24        1724         24
          24        1823          5
          24        1944         25
          24        1951         24
          24        2029          5
          24        2071         17
          24        2323         43
          24        2418         47
          24        2442         24
          24        2924         43
          24        5143          5
          24        5218         23
          25          24          9
          25         143         10
          25         148         12
          25         283          9
          25         311         13
          25         313         12
          25         324         18
          25         330          9
          25         430         10
          25         462         16
          25         464         29
          25         478          7
          25         496          6
          25         519         12
          25         530          7
          25         542         14
          25         569         18
          25         608         12
          25         616          9
          25         622         12
          25         634         24
          25         657          7
          25         684          7
          25         689         12
          25         691         32
          25         699         12
          25         701          8
          25         702         12
          25         705         25
          25         707         21
          25         715         14
          25         719         12
          25         724         12
          25         725         13
          25         761         18
          25         766          9
          25         774         22
          25         776         21
          25         777         12
          25         787         12
          25         791         34
          25         799         12
          25         809         12
          25         813         18
          25         819         18
          25         820         18
          25         821         18
          25         822         21
          25         834         18
          25         838         20
          25         844         21
          25         849         16
          25         862         16
          25         864          9
          25         869         37
          25         878         21
          25         887         12
          25         896         21
          25         913         58
          25         918          9
          25         933         21
          25         938         12
          25         941         37
          25         948         14
          25         950         18
          25         951         21
          25         956         12
          25         964         12
          25         968         12
          25         974          7
          25         979         14
          25         997         17
          25        1000         18
          25        1002         12
          25        1005          9
          25        1016          7
          25        1018         21
          25        1044         12
          25        1057         12
          25        1071          9
          25        1075          8
          25        1081         12
          25        1083          9
          25        1086          9
          25        1088         12
          25        1099         21
          25        1109          9
          25        1112         21
          25        1113         21
          25        1114         11
          25        1127         21
          25        1130          7
          25        1134         21
          25        1143         12
          25        1147         19
          25        1155         12
          25        1156         12
          25        1159         24
          25        1163         25
          25        1178         21
          25        1181         12
          25        1185         32
          25        1196         12
          25        1200         34
          25        1221         21
          25        1232         12
          25        1236          9
          25        1241         11
          25        1242          3
          25        1252          9
          25        1278         27
          25        1286         10
          25        1299         12
          25        1314         13
          25        1318         12
          25        1322         21
          25        1335         12
          25        1348         14
          25        1349         12
          25        1355         30
          25        1377         10
          25        1379         21
          25        1385          9
          25        1392         13
          25        1409         21
          25        1436         15
          25        1444          7
          25        1471         12
          25        1477         12
          25        1492          8
          25        1498         12
          25        1504         55
          25        1509         18
          25        1510         12
          25        1563         14
          25        1575         12
          25        1587         18
          25        1596         12
          25        1599         21
          25        1609         12
          25        1629         12
          25        1640         21
          25        1641         25
          25        1649         21
          25        1655          9
          25        1663         12
          25        1681         11
          25        1682         18
          25        1706         26
          25        1715         12
          25        1727         12
          25        1752         21
          25        1769         21
          25        1771         12
          25        1772         10
          25        1801         16
          25        1808         43
          25        1855         35
          25        1873         37
          25        1894          6
          25        1910         18
          25        1917         12
          25        1931         18
          25        1943         10
          25        1969         21
          25        1974          9
          25        1996         12
          25        2001         18
          25        2021         10
          25        2049         18
          25        2061         12
          25        2111         11
          25        2120        109
          25        2199         17
          25        2251          9
          25        2255         29
          25        2275         18
          25        2302         12
          25        2325         10
          25        2330         12
          25        2334         21
          25        2342         22
          25        2344         12
          25        2357         12
          25        2408          7
          25        2412          9
          25        2429         18
          25        2431          9
          25        2432         12
          25        2434         16
          25        2514         11
          25        2518         12
          25        2533         11
          25        2535         18
          25        2625         19
          25        2636         12
          25        2675          9
          25        2723          9
          25        2743         12
          25        2813         12
          25        2854         10
          25        2911         12
          25        2985         14
          25        3000         11
          25        3096          9
          25        3223         27
          25        3270          9
          25        3597         10
          25        3891          8
          25        3949         12
          25        4617         12
          25        4682         12
          26          70          7
          26         194         19
          26         237         24
          26         258         17
          26         259         10
          26         344         14
          26         393         16
          26         409         14
          26         430          9
          26         459         10
          26         544         12
          26         593         17
          26         604         19
          26         610         20
          26         620         12
          26         624         12
          26         649         16
          26         703         14
          26         711         18
          26         741         23
          26         770         12
          26         775         12
          26         806         16
          26         818         28
          26         820         33
          26         881         14
          26         891         36
          26         920         16
          26         938         10
          26        1015         12
          26        1029         16
          26        1056         16
          26        1132          8
          26        1209         19
          26        1216         19
          26        1319         24
          26        1320         18
          26        1344         14
          26        1366         14
          26        1370         14
          26        1392         12
          26        1400         20
          26        1434         82
          26        1467         24
          26        1498         27
          26        1515         19
          26        1519         16
          26        1565         12
          26        1611         14
          26        1614         18
          26        1633         14
          26        1642         13
          26        1754         14
          26        1790         14
          26        1803         13
          26        1845         12
          26        1928         14
          26        1947         16
          26        1961         12
          26        1968         16
          26        1978         14
          26        1996         14
          26        2011         17
          26        2090          9
          26        2094         16
          26        2106         15
          26        2111         20
          26        2162         33
          26        2225         19
          26        2427         14
          26        2507         12
          26        2597         12
          26        2617          9
          26        2804         19
          26        2851         18
          26        2901         12
          26        2903         27
          26        2960         14
          26        2975         14
          26        3005         15
          26        3011         83
          26        3380         33
          26        3419         12
          26        3865         33
          26        4123         14
          26        4453         14
          26        4643         12
          30         403          7
          30         474         22
          30         560         15
          30         580         20
          30         769          4
          30         774         22
          30         811          5
          30         852         17
          30         853         20
          30         884         23
          30         899         22
          30         937         22
          30         938         36
          30         962         16
          30         995          5
          30        1013         17
          30        1015         50
          30        1070         22
          30        1084         12
          30        1089         17
          30        1106         22
          30        1241         24
          30        1291          4
          30        1320         12
          30        1358         22
          30        1453         33
          30        1688         21
          30        1886         16
          30        2199         18
          30        2283         42
          30        2490         22
          30        3422         22
          32         955         19
          32        1111         13
          32        1450         28
          33        1675         40
          33        1824         30
          34          98         10
          34         117         12
          34         219         25
          34         249         13
          34         268         47
          34         297         12
          34         306         11
          34         322         23
          34         341         21
          34         367         13
          34         387         13
          34         391         17
          34         399         15
          34         429         18
          34         434         15
          34         444         18
          34         469         17
          34         473         14
          34         493         12
          34         500         19
          34         520         28
          34         542         18
          34         559         20
          34         565         25
          34         581         25
          34         589         10
          34         607         33
          34         612         17
          34         613         13
          34         626         20
          34         660         14
          34         668         18
          34         671         33
          34         681         18
          34         734         21
          34         743         18
          34         758         18
          34         796         14
          34         827         21
          34         848         33
          34         849          6
          34         872         66
          34         873         13
          34         875         13
          34         882         33
          34         891          7
          34         894         18
          34         932         25
          34         964         25
          34         982         24
          34        1009         18
          34        1013         12
          34        1060         13
          34        1134         49
          34        1147         17
          34        1163         18
          34        1191         14
          34        1227         12
          34        1264         14
          34        1267         16
          34        1311         18
          34        1313         20
          34        1356         21
          34        1369         18
          34        1392         25
          34        1499          7
          34        1587         19
          34        1600         18
          34        1638         18
          34        1645         18
          34        1712         10
          34        1723         30
          34        1725         33
          34        1783         25
          34        1813         44
          34        1875         25
          34        2008         13
          34        2015         17
          34        2016         10
          34        2083         13
          34        2172         13
          34        2507         15
          34        2582         25
          34        2587         10
          34        2618         13
          34        2619         25
          34        2718         13
          34        2750         10
          34        2794         13
          34        2819         20
          34        2821         18
          34        2900         33
          34        2957         15
          34        2998         28
          34        3081         38
          34        3372         14
          34        3800         15
          34        4349         14
          34        4579         17
          35         207         15
          35         215         12
          35         297         12
          35         398         12
          35         427         21
          35         443         12
          35         513         21
          35         521         18
          35         628         13
          35         665         14
          35         669         15
          35         733         12
          35         823         12
          35         860         15
          35         915         24
          35         968         12
          35        1038         15
          35        1039         12
          35        1102         15
          35        1325         15
          35        1352          8
          35        1353         19
          35        1477         15
          35        1751         15
          35        1778         10
          35        2584         19
          35        2678         15
          36          52         10
          36         128         10
          36         140         85
          36         155         14
          36         205         19
          36         206         12
          36         237         13
          36         240         31
          36         251          9
          36         259         19
          36         271         13
          36         279          9
          36         300         15
          36         306         13
          36         326         33
          36         347         13
          36         372         11
          36         383          9
          36         430         15
          36         432         10
          36         440         60
          36         443         12
          36         451         19
          36         461         10
          36         462         18
          36         490         15
          36         513         12
          36         531         31
          36         532         15
          36         551          8
          36         602         19
          36         614         19
          36         621         12
          36         622         16
          36         645          5
          36         655         13
          36         668         12
          36         698          9
          36         703         10
          36         714         18
          36         729         21
          36         784         22
          36         801         13
          36         821         10
          36         825         12
          36         830         12
          36         878         28
          36         940         21
          36        1028         11
          36        1063         12
          36        1085         21
          36        1122         21
          36        1140         13
          36        1162         13
          36        1163         19
          36        1226         19
          36        1227         19
          36        1237         15
          36        1249          9
          36        1315         12
          36        1339         18
          36        1377         31
          36        1390         15
          36        1415         14
          36        1416         10
          36        1417         15
          36        1499         14
          36        1541         16
          36        1565         15
          36        1596         14
          36        1632         12
          36        1642         21
          36        1650         15
          36        1740         15
          36        1818         15
          36        2088         96
          36        2147         21
          36        2154         13
          36        2275         14
          36        2296         16
          36        2302         13
          36        2448         16
          36        3087         24
          36        3829         16
          36        4166          7
          36        4707         16
          37         100         68
          37         137         17
          37         178         11
          37         197         38
          37         202         17
          37         344         31
          37         356         15
          37         363         27
          37         371         13
          37         378         19
          37         391         15
          37         436         13
          37         445         19
          37         457         11
          37         485          9
          37         496         12
          37         523         10
          37         561         15
          37         592         19
          37         599         21
          37         607          8
          37         611         40
          37         635         15
          37         703         15
          37         772         15
          37         774         30
          37         780         13
          37         804         19
          37         807         12
          37         822         13
          37         841         15
          37         842         16
          37         885         19
          37         892         14
          37         902         18
          37         922          9
          37         946         15
          37         952         37
          37         980         11
          37         993         13
          37        1024         13
          37        1027         15
          37        1040         10
          37        1065         13
          37        1083         21
          37        1089         10
          37        1103         13
          37        1122         26
          37        1125         10
          37        1134         15
          37        1144         15
          37        1173         13
          37        1176         27
          37        1187         10
          37        1215         13
          37        1233         19
          37        1242         10
          37        1285         23
          37        1297         10
          37        1341         15
          37        1430         10
          37        1522         13
          37        1738          9
          37        1870         40
          37        1943         13
          37        2252         28
          37        2258         22
          37        2260         21
          37        2568         15
          37        3164         11
          37        3224         13
          37        3616         27
          38          22         16
          38          76         13
          38         104          6
          38         112          5
          38         141         11
          38         148         15
          38         184         26
          38         193         14
          38         219         15
          38         230         50
          38         238         39
          38         250         14
          38         292         50
          38         316         21
          38         332          9
          38         359         16
          38         363         19
          38         371         44
          38         402         19
          38         455         19
          38         475         15
          38         538          9
          38         539         10
          38         543         30
          38         547         31
          38         598         13
          38         608         17
          38         616         10
          38         632         27
          38         648         32
          38         677         15
          38         682         15
          38         727         13
          38         730         25
          38         733          7
          38         740         10
          38         752         15
          38         785         13
          38         795         15
          38         811         72
          38         813         39
          38         817         10
          38         842         11
          38         876         15
          38         938         15
          38         941         12
          38         944         10
          38         988         10
          38         989         21
          38        1013         19
          38        1032         27
          38        1051         10
          38        1109         17
          38        1110         11
          38        1130         13
          38        1154         16
          38        1155          8
          38        1182         13
          38        1188         15
          38        1195         15
          38        1198         11
          38        1211         15
          38        1216         11
          38        1231         44
          38        1239         18
          38        1257         37
          38        1268         15
          38        1275         81
          38        1277         15
          38        1284         39
          38        1311         20
          38        1329         10
          38        1342         37
          38        1358         11
          38        1400         16
          38        1409         16
          38        1412         11
          38        1419         12
          38        1429         19
          38        1434         14
          38        1443         15
          38        1449         30
          38        1460         18
          38        1463         11
          38        1470         25
          38        1492         14
          38        1502         11
          38        1530         30
          38        1544         15
          38        1585          6
          38        1637         11
          38        1651         15
          38        1681         37
          38        1702         15
          38        1753         13
          38        1762         19
          38        1782         29
          38        1824         10
          38        1858         21
          38        1868         15
          38        1936         39
          38        2071         15
          38        2081         18
          38        2220         13
          38        2531         14
          38        2561         10
          38        2615         20
          38        2972         16
          38        3578         21
          39         134          7
          39         658         16
          39         672         30
          39         747         13
          39         773         11
          39         874         16
          39         951          9
          39         967         30
          39        1021         16
          39        1067         10
          39        1082         13
          39        1090         20
          39        1116         16
          39        1174         40
          39        1228         20
          39        1262         10
          39        1347         13
          39        1378          7
          39        1600         14
          39        1684         11
          39        1685         11
          39        1731         23
          39        1797         19
          39        1801         19
          39        1875         21
          39        1925         11
          39        1974         23
          39        2010          3
          39        2066         10
          39        2250         19
          39        2291         14
          39        2342         11
          39        2403          3
          39        2445         23
          39        2485          9
          39        2546         20
          39        2781         11
          39        3554         55
          39        4542          6
          40         267         14
          40         298         24
          40         335         13
          40         338         13
          40         530         33
          40         617         19
          40         631         30
          40         765         37
          40         777         13
          40         833         17
          40         869         19
          40         920         35
          40         933         30
          40         964         11
          40         980         11
          40         983         25
          40        1063         11
          40        1117         13
          40        1120         13
          40        1125         21
          40        1143         19
          40        1149         10
          40        1189         12
          40        1287         20
          40        1303         11
          40        1344         30
          40        1359         37
          40        1368         21
          40        1369         30
          40        1376         14
          40        1413         20
          40        1415         14
          40        1448         16
          40        1494         11
          40        1524         13
          40        1539         19
          40        1559         44
          40        1622         19
          40        1628         16
          40        1634         30
          40        1653         16
          40        1668         14
          40        1723         20
          40        1745         19
          40        1759         20
          40        1776         25
          40        1780         19
          40        1803          9
          40        1852         11
          40        1929         44
          40        2131         13
          40        2164         11
          40        2196         20
          40        2307         38
          40        2353         10
          41         102         17
          41         150         17
          41         235         22
          41         243         24
          41         303         24
          41         376         36
          41         403         20
          41         406         24
          41         480         42
          41         507         19
          41         508         20
          41         556         16
          41         592         30
          41         621         14
          41         640         19
          41         643         37
          41         694         30
          41         701         57
          41         742         36
          41         746         20
          41         794         23
          41         863         23
          41         903         20
          41         983         26
          41        1016         12
          41        1034         37
          41        1065         37
          41        1153         30
          41        1292         28
          41        1306         18
          41        1338         28
          41        1377         24
          41        1383         13
          41        1406         15
          41        1445         23
          41        1446         24
          41        1469         24
          41        1476          7
          41        1495         23
          41        1500         47
          41        1526         16
          41        1614         43
          41        1617         47
          41        1618         44
          41        1630         54
          41        1669         26
          41        1690         43
          41        1717          8
          41        1765         24
          41        1800         24
          41        1812         17
          41        1865         16
          41        1909         34
          41        1930         15
          41        2000         11
          41        2029         24
          41        2189         16
          41        2204         24
          41        2209         18
          41        2241         14
          41        2255         33
          41        2260         31
          41        2270         23
          41        2303         15
          41        2321         61
          41        2331         18
          41        2345         20
          41        2366         24
          41        2409         20
          41        2435         24
          41        2437         17
          41        2498         18
          41        2543         16
          41        2553         28
          41        2554         51
          41        2578         23
          41        2583         20
          41        2593         24
          41        2624         17
          41        2646         17
          41        2676         24
          41        2716         24
          41        2740         34
          41        2747         28
          41        2837         52
          41        2892         17
          41        2926         30
          41        3048          6
          41        3102         37
          41        3116         11
          41        3174         47
          41        3201         24
          41        3256         37
          41        3294         24
          42         132         16
          42         175         37
          42         177         17
          42         203         18
          42         321         23
          42         382         26
          42         398         22
          42         403         17
          42         460         13
          42         474         13
          42         481         15
          42         507         22
          42         545         30
          42         664         19
          42         693         14
          42         720         11
          42         728         11
          42         740         26
          42         765         19
          42         805         18
          42         816         24
          42         850         18
          42         879         23
          42         990         19
          42        1012         24
          42        1058         14
          42        1075         26
          42        1078         14
          42        1126         24
          42        1170         19
          42        1197         30
          42        1234         10
          42        1238         15
          42        1245         24
          42        1272         15
          42        1301         23
          42        1314         11
          42        1348         20
          42        1358         27
          42        1378         19
          42        1388         17
          42        1414         10
          42        1423         24
          42        1433         24
          42        1439         76
          42        1445         23
          42        1477         22
          42        1576         15
          42        1622         18
          42        1683         28
          42        1698         20
          42        1905         18
          42        1930         76
          42        1934         19
          42        2007         14
          42        2105         17
          42        2118         11
          42        2138         18
          42        2151         12
