Fri Feb 07 2020 22:17:30 GMT-0500 (Eastern Standard Time) - Run Time: 3118ms

Cross Tabulation Query Form - Trip - 2016 v1.1

Row: 2006 GTA zone of origin - gta06_orig
Column: 2006 GTA zone of destination - gta06_dest
Table: Planning district of origin - pd_orig

RowG:
ColG:
TblG:(1)

Filters:
Start time of trip - start_time In 1900-2400
and
2006 GTA zone of origin - gta06_orig In 1-90
and
2006 GTA zone of destination - gta06_dest In 1-90

Trip 2016
ROW : gta06_orig
COLUMN : gta06_dest

TABLE    : pd_orig (PD 1 of Toronto)

  gta06_orig  gta06_dest      total
          63          48         44
          63          53         27
          63          60         41
          63          61         23
          63          62         20
          63          63         33
          63          64         59
          63          65         99
          63          66         66
          63          67        109
          63          73         35
          63          75         41
          63          77         43
          63          79         45
          63          84         16
          63          89         28
          63          90         38
          64           4         18
          64          21         11
          64          25         18
          64          34         67
          64          38         21
          64          39         14
          64          42         11
          64          45          6
          64          46         27
          64          50         33
          64          51         24
          64          59         11
          64          62         54
          64          63         67
          64          64         14
          64          65         18
          64          66         27
          64          70         11
          64          72          5
          64          74         13
          64          77         23
          64          79         25
          64          89         48
          64          90         18
          65          10         29
          65          11         27
          65          15         13
          65          20         21
          65          21         90
          65          22         18
          65          24         48
          65          25         35
          65          26         20
          65          31         37
          65          34         78
          65          36         15
          65          39         19
          65          41         43
          65          42         47
          65          45         30
          65          46         56
          65          48         35
          65          51         10
          65          52         22
          65          55         26
          65          57          9
          65          60         50
          65          61         21
          65          62         10
          65          64         42
          65          65        100
          65          66         77
          65          67         31
          65          68         25
          65          69         74
          65          70         16
          65          71         38
          65          72         44
          65          74          6
          65          75         42
          65          77         48
          65          79         67
          65          80          4
          65          82         23
          65          84         52
          65          89         38
          65          90         83
          66           4         41
          66           5         15
          66          15         49
          66          16         12
          66          17         65
          66          18         14
          66          21        108
          66          22        233
          66          23         37
          66          25        102
          66          30         50
          66          34         85
          66          36         16
          66          37         44
          66          40         14
          66          41         38
          66          42         52
          66          45         30
          66          46         18
          66          47         30
          66          48         36
          66          50         24
          66          51         38
          66          52         57
          66          55         68
          66          59         88
          66          60         50
          66          61         50
          66          62         43
          66          63         18
          66          64         39
          66          65        117
          66          66        245
          66          67        182
          66          68        161
          66          71         23
          66          72         93
          66          75         12
          66          76         16
          66          77        118
          66          78         81
          66          79         57
          66          80         40
          66          84         54
          66          85         14
          66          89        117
          66          90        141
          67          11         25
          67          16         18
          67          17         21
          67          18         36
          67          20         19
          67          25        222
          67          26         28
          67          34         26
          67          36         21
          67          38         21
          67          40         52
          67          43         31
          67          46         95
          67          47         26
          67          50         59
          67          51         30
          67          52        127
          67          55         69
          67          65         83
          67          66         89
          67          67         96
          67          68          6
          67          70         45
          67          73          4
          67          75         34
          67          76         40
          67          77         23
          67          78         46
          67          79         35
          67          80          4
          67          84         41
          67          89         24
          67          90        106
          68           1         23
          68          17         58
          68          18         20
          68          20         19
          68          21         48
          68          25         27
          68          26         24
          68          34         14
          68          37         13
          68          38         55
          68          40         44
          68          41         20
          68          42         49
          68          45         12
          68          46         18
          68          48         81
          68          49         37
          68          50         14
          68          51         35
          68          55         12
          68          59         18
          68          62         15
          68          64         11
          68          65         18
          68          66         89
          68          67         48
          68          68         16
          68          69         24
          68          71         31
          68          72        258
          68          75         69
          68          76         49
          68          77         55
          68          79         33
          68          89         34
          68          90         31
          69           5         15
          69          14         14
          69          15         25
          69          17          7
          69          18         11
          69          19         17
          69          21        187
          69          22         66
          69          23          5
          69          24         68
          69          25         30
          69          26         10
          69          34         33
          69          35         10
          69          36         27
          69          37         59
          69          38        132
          69          39         67
          69          40         57
          69          41        124
          69          42        300
          69          43         93
          69          45         65
          69          46        529
          69          47        222
          69          48         56
          69          49         84
          69          50        187
          69          51         29
          69          52         18
          69          53         98
          69          59         10
          69          60         16
          69          63        121
          69          64         30
          69          65         97
          69          66         83
          69          67        125
          69          68        253
          69          70         87
          69          71        435
          69          72        281
          69          73        332
          69          74        170
          69          75        199
          69          76         99
          69          77         44
          69          78         42
          69          79        103
          69          89         18
          69          90         35
          70          17         55
          70          19          3
          70          22         49
          70          24         58
          70          35         15
          70          37         35
          70          39         13
          70          40         55
          70          42         42
          70          44        121
          70          45         33
          70          46         34
          70          47         18
          70          59         28
          70          60         26
          70          66         34
          70          67         53
          70          69         45
          70          71        128
          70          72         28
          70          73         25
          70          75         25
          70          78         43
          70          79         50
          70          80         22
          70          90         36
          71          11         14
          71          16         12
          71          21         56
          71          22         37
          71          23         48
          71          25         51
          71          26         32
          71          36         10
          71          37         33
          71          40         30
          71          41         36
          71          42         30
          71          45         26
          71          46         81
          71          47         23
          71          60         38
          71          61         21
          71          62         25
          71          63         15
          71          65         10
          71          66         18
          71          68          8
          71          69         60
          71          70         34
          71          71         79
          71          72         24
          71          73         38
          71          75         68
          71          76         29
          71          77         18
          71          78         52
          71          79         25
          71          80         29
          71          89         36
          71          90         88
          72          14         24
          72          15         12
          72          17         20
          72          21         14
          72          22         17
          72          23         68
          72          25         12
          72          26         20
          72          36         10
          72          40         44
          72          41         23
          72          43         33
          72          45         40
          72          46         48
          72          48         20
          72          66         54
          72          68        247
          72          71        196
          72          72        218
          72          73         27
          72          74         49
          72          76         22
          72          78         33
          72          84         18
          72          90         43
          73          16         17
          73          21         28
          73          22         19
          73          36         12
          73          38         21
          73          41         15
          73          42         34
          73          44         32
          73          46         69
          73          47         55
          73          49         22
          73          53          7
          73          64         28
          73          65         16
          73          67          4
          73          68          4
          73          70         25
          73          71         87
          73          72         63
          73          73         21
          73          74         16
          73          75         18
          73          76         22
          73          78         42
          73          84         26
          73          89          4
          73          90         40
          74          21         22
          74          22         16
          74          47         14
          74          75         66
          74          90          7
          75          15         66
          75          16         12
          75          17         24
          75          21         31
          75          23        106
          75          34         14
          75          38         26
          75          39         24
          75          41         36
          75          45         55
          75          46        117
          75          54          4
          75          55         16
          75          62         12
          75          64         24
          75          65         27
          75          66         18
          75          67         29
          75          68         13
          75          70          6
          75          72         33
          75          75         36
          75          76          7
          75          78         34
          75          79         66
          75          84         18
          75          89         20
          75          90         20
          76          22         27
          76          41         20
          76          45         15
          76          51         11
          76          52         30
          76          55         68
          76          62         24
          76          63         13
          76          64         13
          76          66         13
          76          67         33
          76          73         23
          76          75          6
          76          76         53
          76          77         54
          76          79         35
          76          80          7
          76          90         22
          77           9         51
          77          15         27
          77          17         23
          77          24         43
          77          25         33
          77          26         44
          77          34         66
          77          38         21
          77          39         19
          77          40         11
          77          41         24
          77          42         27
          77          45         29
          77          48         33
          77          50         19
          77          58         53
          77          59         18
          77          62         15
          77          63         41
          77          65         44
          77          66        127
          77          67         57
          77          68         44
          77          71         67
          77          72         26
          77          73         33
          77          76         69
          77          77        127
          77          78         26
          77          79         61
          77          82         22
          77          84        100
          77          85         18
          77          89         72
          77          90        140
          78           5          8
          78          11          5
          78          15         19
          78          17         19
          78          25         37
          78          38         37
          78          41         56
          78          46         29
          78          52         15
          78          53         24
          78          56          8
          78          59         50
          78          62          7
          78          64         50
          78          65         29
          78          66         44
          78          71         37
          78          73         28
          78          74         20
          78          78         53
          78          79         14
          78          80         13
          78          84         23
          78          89        123
          78          90        124
          79           3         30
          79          17         15
          79          25         21
          79          50         19
          79          51         24
          79          52         13
          79          57         21
          79          62         65
          79          67         18
          79          74         14
          79          75          8
          79          78         14
          79          79         62
          79          80         18
          79          82         46
          79          84         18
          79          90         35
          80          26         30
          80          62         43
          80          67         15
          80          76         33
          80          78         13
          80          82          4
          80          84         23
          81          17         14
          81          21         19
          81          24         19
          81          42         11
          81          53         16
          81          55          6
          81          62          6
          81          72         36
          81          74          7
          81          79         34
          81          81         10
          81          84         19
          81          90          3
          82          31          8
          82          35         14
          82          62         20
          82          72         10
          82          77         23
          82          79         22
          83          79         28
          84          17         34
          84          24         15
          84          40         37
          84          41         13
          84          52         28
          84          60         23
          84          65         18
          84          66         19
          84          68         11
          84          73         26
          84          77         37
          84          79         45
          84          81         22
          84          89         44
          85          19          5
          85          21         11
          85          22         25
          85          34         16
          85          38         10
          85          60         79
          85          61         36
          85          66         42
          85          67         28
          85          73         24
          85          75         22
          85          77         57
          85          78         14
          85          79          8
          85          89         52
          85          90          4
          86          42         16
          86          77          6
          86          89          5
          86          90         33
          87          90         12
          88          40         30
          88          76         58
          89           6          4
          89          21         20
          89          23          5
          89          25         12
          89          60         22
          89          61         18
          89          62         20
          89          64         17
          89          66         14
          89          73          4
          89          75         23
          89          78         52
          89          82         11
          89          84         72
          89          89        175
          89          90        259
          90          15         17
          90          17          7
          90          22         27
          90          24         19
          90          25         12
          90          38         95
          90          43         36
          90          49         22
          90          51         20
          90          52         62
          90          53         18
          90          55          3
          90          59         36
          90          61         22
          90          62         24
          90          64         18
          90          66         68
          90          67        112
          90          68          8
          90          70         22
          90          71         31
          90          72         43
          90          73         19
          90          74         25
          90          75         20
          90          76          7
          90          77        147
          90          78        119
          90          79         35
          90          80         49
          90          84         35
          90          86         33
          90          89        166
          90          90        324
