Fri Feb 07 2020 22:28:36 GMT-0500 (Eastern Standard Time) - Run Time: 2867ms

Cross Tabulation Query Form - Trip - 2016 v1.1

Row: 2006 GTA zone of origin - gta06_orig
Column: Straight line trip length in Metre - trip_m
Table: Planning district of origin - pd_orig

RowG:
ColG:
TblG:(1)

Filters:
Start time of trip - start_time In 1900-2400
and
2006 GTA zone of origin - gta06_orig In 1-90
and
2006 GTA zone of destination - gta06_dest In 1-90

Trip 2016
ROW : gta06_orig
COLUMN : trip_m

TABLE    : pd_orig (PD 1 of Toronto)

  gta06_orig      trip_m      total
          57        1060         13
          57        1069         16
          57        1080         18
          57        1082         14
          57        1115         30
          57        1122         13
          57        1137         21
          57        1159         12
          57        1183         18
          57        1246         12
          57        1277          6
          57        1333          9
          57        1344         14
          57        1359         19
          57        1366         14
          57        1375         18
          57        1387         16
          57        1438         25
          57        1444          7
          57        1462         17
          57        1504         88
          57        1519         25
          57        1521         13
          57        1543         42
          57        1590         11
          57        1623         33
          57        1642          7
          57        1662         19
          57        1787         21
          57        1797         14
          57        1877          6
          57        1891         19
          57        1911          3
          57        1916         18
          57        1990         27
          57        2008         11
          57        2042         19
          57        2077         19
          57        2134         14
          57        2162         22
          57        2211         23
          57        2215         18
          57        2225         26
          57        2227         32
          57        2354         17
          57        2376         24
          57        2455         31
          57        2499         33
          57        2503         34
          57        2514          4
          57        2563         12
          57        2588         29
          57        2598          3
          57        2649         35
          57        2673         32
          57        2733         22
          57        2773          9
          57        2823         67
          57        2831         10
          57        2854         13
          57        2889          4
          57        2928         42
          57        2956         23
          57        2958          4
          57        3086         45
          57        3256         31
          57        3361         35
          57        3456         16
          57        3463         14
          57        3521         24
          57        6247         20
          58          48         12
          58         540          9
          58         967         14
          58        1062         17
          58        1096         13
          58        1667         14
          58        1775         28
          58        1957         18
          58        2299          5
          58        2309         51
          58        3974         28
          59         175         22
          59         231         10
          59         425         13
          59         567         33
          59         627         11
          59         681         18
          59         706         34
          59         748         46
          59         881         14
          59         904         34
          59         976         18
          59         984         19
          59        1033         11
          59        1162         18
          59        1239         18
          59        1240         26
          59        1264         10
          59        1349         13
          59        1361         15
          59        1601         22
          59        1680         29
          59        1876         27
          59        2017          5
          59        2271         32
          59        2285         11
          59        2310          3
          59        2362         11
          59        2404         13
          59        2415         13
          59        2650          7
          59        2940         33
          59        2979         31
          59        3176          4
          59        3190         20
          59        4220         25
          59        6174         50
          60         305         15
          60        1140         50
          60        1146         16
          60        1199         29
          60        1203         18
          60        1691         10
          60        1993         43
          60        2365         23
          60        2383         23
          60        3083         14
          60        3106         26
          60        3534         17
          61        2615          7
          61        4487         33
          62         135         13
          62         415         18
          62         484         21
          62         496         18
          62         683         25
          62         710         19
          62         803          7
          62         926         18
          62        1033         11
          62        1067         18
          62        1096         15
          62        1220         15
          62        1226         43
          62        1238         22
          62        1264         19
          62        1288         37
          62        1391         20
          62        1498         15
          62        1512         21
          62        1694         15
          62        1767          7
          62        1953         23
          62        2097         18
          62        2471         12
          62        2577         10
          62        2771         20
          62        2781         11
          62        2849         12
          62        4338          6
          62        4339         13
          63         254         15
          63         277         18
          63         288         20
          63         374         10
          63         426         23
          63         432         18
          63         489         55
          63         493         18
          63         612         17
          63         618         27
          63         678         31
          63         694         27
          63         747         18
          63         778          7
          63         811         26
          63         848         33
          63         932          8
          63         938         23
          63         963         27
          63         989         13
          63        1013         45
          63        1095          9
          63        1098         27
          63        1128         15
          63        1155         70
          63        1297         10
          63        1298         31
          63        1351         16
          63        1427         33
          63        1640         12
          63        1832         14
          63        1882         20
          63        1912         18
          63        1994         29
          63        2134         24
          63        2147         41
          63        2163         15
          63        2181         16
          63        2199         23
          63        2216         11
          63        2263         11
          63        2347         18
          63        2570         15
          63        2574         28
          63        2704         26
          63        2774         13
          63        2845         17
          63        2949          9
          63        3006         35
          64         187         14
          64         329         36
          64         353         25
          64         575         18
          64         589         18
          64         678         31
          64         723         11
          64         811         15
          64         930         18
          64         951         21
          64         974         27
          64         992         23
          64        1180         49
          64        1638         18
          64        1824         21
          64        1893         33
          64        1932         14
          64        2096         24
          64        2102         17
          64        2110         17
          64        2249         13
          64        2291         18
          64        2618         14
          64        2685         11
          64        2710         11
          64        2718         27
          64        3251          5
          64        3391          6
          64        3430         11
          64        5462         18
          65         164         47
          65         287          9
          65         299          9
          65         301          5
          65         323         16
          65         405         48
          65         449         17
          65         498         26
          65         562         15
          65         589         18
          65         618         27
          65         639         18
          65         706         26
          65         814         18
          65         847         14
          65         911         21
          65         940         13
          65         945          4
          65         956         21
          65         993         10
          65        1060         54
          65        1075         17
          65        1086         18
          65        1107         36
          65        1155         16
          65        1172         10
          65        1199         29
          65        1243         26
          65        1252         22
          65        1255         25
          65        1337         23
          65        1348         22
          65        1384         17
          65        1392         25
          65        1418         15
          65        1541         18
          65        1561         17
          65        1640         20
          65        1668         18
          65        1676         18
          65        1689         37
          65        1727         36
          65        1861         15
          65        1965         23
          65        2010         48
          65        2015         15
          65        2030         22
          65        2100         20
          65        2130         35
          65        2184         27
          65        2186         18
          65        2198         20
          65        2299         13
          65        2303         19
          65        2315          6
          65        2394         16
          65        2415         34
          65        2444          9
          65        2538          4
          65        2574         55
          65        2666         28
          65        2788         20
          65        2824         59
          65        2836         25
          65        2845         17
          65        2919          4
          65        2975         30
          65        3034         23
          65        3049         19
          65        3060         27
          65        3173         31
          65        3437         10
          65        3497         29
          66         139         37
          66         140         30
          66         150          7
          66         161          8
          66         174         21
          66         175         18
          66         199         17
          66         202         10
          66         210         13
          66         224         22
          66         230         13
          66         237         30
          66         272         21
          66         291          9
          66         298         24
          66         311         14
          66         313         20
          66         328         26
          66         362         17
          66         370         10
          66         387          8
          66         393         17
          66         410         18
          66         418         23
          66         436         22
          66         455         39
          66         478         21
          66         519         54
          66         527         31
          66         528         22
          66         543          9
          66         551         10
          66         574         33
          66         603         24
          66         615          9
          66         644          8
          66         683         18
          66         689          5
          66         710         66
          66         732         12
          66         751         19
          66         756         15
          66         764         15
          66         767         18
          66         801          4
          66         826         10
          66         832          9
          66         857         18
          66         871         29
          66         902         18
          66         915         69
          66         932         18
          66         969          4
          66         981         31
          66         984         19
          66         989         18
          66        1015          4
          66        1027         23
          66        1038         18
          66        1050         12
          66        1066         25
          66        1070         30
          66        1078         18
          66        1082         17
          66        1086         17
          66        1102         19
          66        1140         50
          66        1142         12
          66        1172         12
          66        1177         39
          66        1194          4
          66        1222         15
          66        1246         17
          66        1285         43
          66        1291         11
          66        1317         15
          66        1335          7
          66        1337         16
          66        1353         16
          66        1356         33
          66        1361         30
          66        1379         19
          66        1385          9
          66        1393          9
          66        1394         17
          66        1455         17
          66        1464         25
          66        1472         41
          66        1482         49
          66        1489         25
          66        1496         24
          66        1530         19
          66        1565         19
          66        1714         36
          66        1730         20
          66        1739         14
          66        1833         23
          66        1870         40
          66        1917         12
          66        2021          4
          66        2044         14
          66        2063          5
          66        2116         31
          66        2182         16
          66        2229         18
          66        2247         23
          66        2254         27
          66        2293         18
          66        2314         18
          66        2343         27
          66        2344        173
          66        2384         18
          66        2413         15
          66        2477         12
          66        2525         26
          66        2542         22
          66        2550         30
          66        2576         13
          66        2620         28
          66        2635         39
          66        2661         24
          66        2728         17
          66        2750         11
          66        2754          7
          66        2756         10
          66        2828         33
          66        2937         51
          66        2970         14
          66        2971         18
          66        3018         12
          66        3061         43
          66        3077         35
          66        3109         23
          66        3164         37
          66        3177         20
          66        4192         15
          66        4817         24
          66        5426         17
          67          62         30
          67         149         26
          67         160         19
          67         188         30
          67         249         45
          67         439         24
          67         457          6
          67         509         20
          67         582         30
          67         606         21
          67         696          5
          67         729         60
          67         776         23
          67         840         54
          67         871          9
          67         931         19
          67         957         73
          67         962         18
          67        1005         16
          67        1012         11
          67        1032         29
          67        1043         26
          67        1052          9
          67        1076         16
          67        1086         36
          67        1120         13
          67        1171         21
          67        1217         35
          67        1298         18
          67        1370         18
          67        1390         13
          67        1398         18
          67        1478         19
          67        1497          8
          67        1556         22
          67        1579         17
          67        1607         14
          67        1608         21
          67        1612          4
          67        1635         10
          67        1661         24
          67        1694         15
          67        1697          6
          67        1718         22
          67        1749          4
          67        1752          6
          67        1802         29
          67        1818         18
          67        1841         45
          67        1888         21
          67        1995         28
          67        2073         93
          67        2090         16
          67        2094         20
          67        2103         12
          67        2114         19
          67        2178         15
          67        2265         18
          67        2281         31
          67        2322         22
          67        2529         21
          67        2544         93
          67        2771         21
          67        2865         19
          67        2951         15
          67        3157         24
          67        3205         25
          67        3409         18
          68         223         37
          68         356          4
          68         362          8
          68         369         20
          68         394         33
          68         410         10
          68         454          4
          68         485         70
          68         533         12
          68         637         24
          68         644          8
          68         730         25
          68         782         27
          68         813         50
          68         853         12
          68         871         29
          68         974         12
          68        1038         10
          68        1084          5
          68        1089          8
          68        1096         18
          68        1100         31
          68        1103         13
          68        1118         14
          68        1153         25
          68        1162          7
          68        1303         16
          68        1351         29
          68        1388         18
          68        1397         11
          68        1405         29
          68        1409         27
          68        1472         16
          68        1474         30
          68        1502         20
          68        1525        123
          68        1526        123
          68        1593         24
          68        1660         17
          68        1663         17
          68        1744         27
          68        1760         15
          68        1801          8
          68        1812         14
          68        1817         26
          68        1837         18
          68        1900         12
          68        1915         32
          68        2007         20
          68        2105         12
          68        2116         12
          68        2118         31
          68        2278         12
          68        2377          7
          68        2579         16
          68        2735         28
          68        2842         19
          68        2907         20
          68        2914         12
          68        3006         21
          68        3216         10
          68        3286         14
          68        7212         23
          69         448         19
          69         464         20
          69         516         45
          69         527         19
          69         538         42
          69         603          8
          69         633        132
          69         685         13
          69         728         26
          69         731          7
          69         734         98
          69         735        123
          69         765        176
          69         775        163
          69         811          7
          69         827        165
          69         836         23
          69         870         28
          69         874         30
          69         879         58
          69         880         27
          69         882         81
          69         886         19
          69         888         31
          69         890         31
          69         895        146
          69         897         34
          69         916         84
          69         941         53
          69         942         18
          69         985         72
          69         990         29
          69         998         12
          69        1004         39
          69        1014         51
          69        1039         23
          69        1045         23
          69        1049         23
          69        1050         18
          69        1053        106
          69        1062         19
          69        1063         67
          69        1069         69
          69        1080        149
          69        1083         84
          69        1098          4
          69        1100         99
          69        1101         37
          69        1103         16
          69        1108         37
          69        1114         32
          69        1122         52
          69        1135         34
          69        1143         19
          69        1148         37
          69        1153         35
          69        1155         35
          69        1166         82
          69        1197         31
          69        1213          6
          69        1214         19
          69        1224         40
          69        1250         30
          69        1266         19
          69        1287         20
          69        1297        160
          69        1313         19
          69        1322         26
          69        1369         43
          69        1378         43
          69        1391        123
          69        1395         33
          69        1412         19
          69        1415         18
          69        1424         14
          69        1432         40
          69        1443         67
          69        1448         37
          69        1478         24
          69        1480         13
          69        1482         54
          69        1515         13
          69        1519         15
          69        1526         24
          69        1579         27
          69        1582         37
          69        1614         43
          69        1620         18
          69        1630         20
          69        1682         18
          69        1689         20
          69        1716         26
          69        1726         28
          69        1824         10
          69        1835         11
          69        1836         38
          69        1856         15
          69        1879         25
          69        1928         44
          69        1950         13
          69        1953         70
          69        1992         18
          69        2007         27
          69        2008         65
          69        2116         42
          69        2125         16
          69        2142          5
          69        2154         13
          69        2231         10
          69        2296         17
          69        2318         10
          69        2323         43
          69        2358         33
          69        2375          3
          69        2376         30
          69        2377         14
          69        2398         14
          69        2399         18
          69        2420         16
          69        2433         34
          69        2468         35
          69        2478         90
          69        2521         33
          69        2526          3
          69        2529         18
          69        2582          4
          69        2590         31
          69        2636         12
          69        2722         16
          69        2724          7
          69        2866         11
          69        3007         13
          69        3023         10
          69        3277         18
          69        3317         14
          69        3386         25
          69        4658         15
          70         330         25
          70         516         45
          70         676         33
          70         683         18
          70         708         12
          70         713          4
          70         821         28
          70         926          5
          70        1010         18
          70        1137        121
          70        1166        123
          70        1169         42
          70        1172          6
          70        1200         18
          70        1341         21
          70        1413         20
          70        1448         13
          70        1461         13
          70        1836          8
          70        1841         45
          70        2177         49
          70        2214         10
          70        2221         18
          70        2250         16
          70        2320         25
          70        2423         58
          70        2548         43
          70        2678         15
          70        2686         14
          70        2720          3
          70        2794         16
          70        2825         30
          70        2850         16
          70        2950         18
          70        3081         28
          70        3106         26
          70        3131         22
          70        3359         22
          70        3400         25
          71          31         13
          71         243         13
          71         276         26
          71         308         21
          71         530         13
          71         579          9
          71         595         28
          71         643         24
          71         705         27
          71         731         29
          71         864         23
          71         882         47
          71         954         29
          71         978         18
          71        1073          4
          71        1086         24
          71        1154         38
          71        1330          8
          71        1347         30
          71        1555          8
          71        1737         36
          71        1832          4
          71        1846         31
          71        2020          5
          71        2073         14
          71        2096         63
          71        2136         48
          71        2141         25
          71        2190         33
          71        2263         18
          71        2479         10
          71        2553         18
          71        2564         18
          71        2568         29
          71        2645         16
          71        2718         18
          71        2813         16
          71        2867         12
          71        2935         19
          71        2971         12
          71        2989         25
          71        3027         20
          71        3105         31
          71        3106          8
          71        3244         15
          71        3298         14
          71        3352          8
          71        3425         22
          71        3427         20
          71        3437         10
          71        3443         12
          71        3534         17
          71        3565         21
          71        3622         37
          71        3682         15
          71        3936         12
          71        4024         22
          71        4317         21
          71        4339         13
          71        5485         14
          72         232         19
          72         370          6
          72         397         51
          72         420         10
          72         528         22
          72         682         36
          72         704         12
          72         707        123
          72         815         27
          72         834         20
          72         854         49
          72         872         71
          72        1006          7
          72        1014          8
          72        1086         24
          72        1116         12
          72        1285         33
          72        1515         33
          72        1525        123
          72        1526        123
          72        1910         23
          72        1951         48
          72        2165         20
          72        2340         22
          72        2444         44
          72        2521         17
          72        2631         14
          72        2750         11
          72        2932         43
          72        3061         43
          72        3070         33
          72        3123         63
          72        3348         18
          72        3431          5
          72        3784         10
          72        3793         20
          72        4133         12
          72        4357         24
          72        4388         20
          72        4396         12
          73         135         16
          73         232         19
          73         330         25
          73         463         25
          73         469          5
          73         514         21
          73         638          5
          73         673         14
          73        1119         18
          73        1154         38
          73        1237          4
          73        1373         44
          73        1451         55
          73        1519         14
          73        1574         28
          73        1575         32
          73        1612          4
          73        1615         22
          73        1709         10
          73        1816         23
          73        1829         40
          73        1833         17
          73        1939         22
          73        1993          7
          73        2129         15
          73        2153         11
          73        2202         19
          73        2222         42
          73        2550         16
          73        2689         21
          73        2706         28
          73        2829          4
          73        3104         28
          73        3145         12
          73        3280         26
          73        4102         17
          74         812         66
          74        1313         14
          74        2156          7
          74        2283         16
          74        2560         22
          75          26         31
          75         261          4
          75         289          6
          75         659          7
          75        1032         29
          75        1089          8
          75        1126         18
          75        1172          6
          75        1247         18
          75        1338         16
          75        1467         15
          75        1547         16
          75        1568         28
          75        1625         12
          75        1649          8
          75        1721         33
          75        1725         18
          75        1745         58
          75        1794         20
          75        1823         27
          75        1865          4
          75        1956         20
          75        1961         15
          75        1962         15
          75        1970         26
          75        1985         22
          75        2043         36
          75        2053         12
          75        2057         21
          75        2077         55
          75        2129         14
          75        2170         14
          75        2398         31
          75        2471         12
          75        2485          9
          75        2593        106
          75        3040         66
          75        3057         24
          75        3501         12
          76         132         26
          76         223         16
          76         299         53
          76         408         12
          76         574         22
          76         586         16
          76         597         10
          76         680          6
          76         775         13
          76         927         35
          76         967         13
          76        1282          7
          76        1295         11
          76        1365         24
          76        1390          7
          76        1448         30
          76        1625         68
          76        1705         13
          76        1916         23
          76        2409         20
          76        2468         15
          76        3396         14
          76        3399         14
          77         126         29
          77         241         29
          77         253         18
          77         280         27
          77         320         16
          77         321         18
          77         333         47
          77         436         26
          77         443         17
          77         448         53
          77         450         26
          77         497         23
          77         503         20
          77         519         39
          77         589         29
          77         596         16
          77         685         25
          77         700         17
          77         763         19
          77         784         26
          77         854         22
          77         880         14
          77         933         57
          77         997         19
          77        1004         19
          77        1014         22
          77        1081         15
          77        1102         22
          77        1205         22
          77        1233         19
          77        1264         41
          77        1289         17
          77        1405         29
          77        1427         18
          77        1440         18
          77        1472         16
          77        1559         35
          77        1614         20
          77        1648         20
          77        1653         35
          77        1712         35
          77        1745         53
          77        2065         33
          77        2089         33
          77        2144         18
          77        2305         27
          77        2313         13
          77        2436         11
          77        2456         21
          77        2570         29
          77        2590         24
          77        2605         12
          77        2631         27
          77        2637         14
          77        2701         21
          77        2752         26
          77        2819         19
          77        2851         18
          77        2889         43
          77        2925         12
          77        3393         27
          77        3528         40
          77        3567         23
          77        4541         51
          78         167         12
          78         199         35
          78         257         18
          78         357         15
          78         378         17
          78         379         29
          78         439          7
          78         526         18
          78         631         11
          78         645         14
          78         658         24
          78         668         11
          78         714         23
          78         803          7
          78         817         13
          78         822         19
          78         855         18
          78         925         18
          78         932          9
          78         942          4
          78        1053         26
          78        1110         17
          78        1508         26
          78        1593         15
          78        1595         20
          78        1598         17
          78        1614         37
          78        1671         24
          78        1725         18
          78        1789         50
          78        1832          8
          78        2110         17
          78        2298         18
          78        2344         12
          78        2372         19
          78        2385         19
          78        2408          7
          78        2523         28
          78        2633         29
          78        2971         56
          78        2984         19
          78        3286          5
          78        3380         19
          78        3622         37
          78        4765          8
          79         135         25
          79         143         13
          79         234         24
          79         364         18
          79         409         18
          79         415         18
          79         496         18
          79         519         28
          79         839         18
          79         880         14
          79         916         15
          79        1029         15
          79        1137         21
          79        1184         18
          79        1412         35
          79        1649          8
          79        1882         13
          79        2181         14
          79        2331         24
          79        2472         19
          79        2799         21
          79        3375         15
          79        5771         30
          80         291          4
          80         484         21
          80         527         23
          80         817         13
          80        1238         22
          80        1282          7
          80        1573         26
          80        1768         15
          80        2254         16
          80        2638         14
          81         111         10
          81        1121         17
          81        1200         19
          81        1295         18
          81        1395          6
          81        1987          3
          81        2620          6
          81        2823         16
          81        3527          7
          81        4229         11
          81        4318         14
          81        4474         36
          81        4904         19
          81        4914         19
          82         769         22
          82        1088         23
          82        1391         20
          82        2735          8
          82        2835         14
          82        3905          5
          82        3909          5
          83         873         28
          84         364         18
          84         483         13
          84         629         14
          84         957         22
          84        1004         19
          84        1037         22
          84        1233         19
          84        1280         22
          84        1541         18
          84        1565         19
          84        2383         23
          84        2466         28
          84        2542         11
          84        3280         26
          84        3356         19
          84        3384         19
          84        3420         15
          84        3573         13
          84        4069         28
          84        4501          5
          85         594         41
          85         808         11
          85        1090          4
          85        1317         14
          85        1427         37
          85        1638          8
          85        1896         21
          85        2034         22
          85        2478         28
          85        2500         21
          85        2501         21
          85        2919         36
          85        3052         79
          85        3404         24
          85        3612         16
          85        3824         10
          85        4786         25
          85        5146          5
          85        5238         11
          86         587          5
          86        1237         15
          86        1358         19
          86        1938          6
          86        4878         16
          87        2103         12
          88        2352         58
          88        4812         30
          89         163         34
          89         234         20
          89         284          5
          89         318         20
          89         357         27
          89         389         27
          89         400         27
          89         489          3
          89         529          4
          89         546         31
          89         586          4
          89         594         55
          89         799         62
          89         887         24
          89         957         22
          89        1018         22
          89        1052         27
          89        1053         26
          89        1089         46
          89        1253         17
          89        1280         22
          89        1442          7
          89        1508         26
          89        1569          4
          89        1599          6
          89        2110         17
          89        2148         23
          89        2213         14
          89        2771         20
          89        2829          4
          89        3138         18
          89        3556         22
          89        4132         12
          89        4711          5
          89        4936         20
          89        6514          4
          90         162         57
          90         163         14
          90         228          7
          90         234         20
          90         240          4
          90         268         19
          90         304          4
          90         321         18
          90         333         30
          90         357         27
          90         402          4
          90         406         67
          90         407          6
          90         431         18
          90         442         53
          90         455         22
          90         495          9
          90         518         10
          90         523         20
          90         693         12
          90         706         62
          90         785         33
          90         917         26
          90         930         18
          90         931         19
          90         932         27
          90         959         14
          90         960         18
          90         973         10
          90         980          3
          90        1019         18
          90        1061         39
          90        1067          7
          90        1081         41
          90        1085         17
          90        1089         46
          90        1110         17
          90        1158         29
          90        1253         17
          90        1258         22
          90        1289         17
          90        1306         24
          90        1374         18
          90        1412         35
          90        1591          8
          90        1625          3
          90        1641         23
          90        1855         33
          90        1907         10
          90        1908         10
          90        1913         25
          90        1956         20
          90        1965         12
          90        2010          4
          90        2082         33
          90        2181         20
          90        2193         27
          90        2220         20
          90        2467          9
          90        2475         19
          90        2538         12
          90        2544         22
          90        2577         19
          90        2580         18
          90        2650          4
          90        2764         10
          90        2827         34
          90        2901         22
          90        2932         43
          90        3105         31
          90        3131         22
          90        3304         56
          90        3407         19
          90        3429         36
          90        3673         17
          90        3839         12
          90        4214         27
          90        4217         17
          90        4250          7
