Fri Feb 07 2020 22:15:53 GMT-0500 (Eastern Standard Time) - Run Time: 2853ms

Cross Tabulation Query Form - Trip - 2016 v1.1

Row: 2006 GTA zone of origin - gta06_orig
Column: 2006 GTA zone of destination - gta06_dest
Table: Planning district of origin - pd_orig

RowG:
ColG:
TblG:(1)

Filters:
Start time of trip - start_time In 600-900
and
2006 GTA zone of origin - gta06_orig In 1-90
and
2006 GTA zone of destination - gta06_dest In 1-90

Trip 2016
ROW : gta06_orig
COLUMN : gta06_dest

TABLE    : pd_orig (PD 1 of Toronto)

  gta06_orig  gta06_dest      total
          26          21         12
          26          23         38
          26          25         67
          26          26         78
          26          29         27
          26          34         24
          26          35         12
          26          36        137
          26          38         16
          26          40         17
          26          45        119
          26          47          9
          26          48         32
          26          49         19
          26          50         23
          26          51         32
          26          52        103
          26          53         37
          26          54         23
          26          55         80
          26          56         30
          26          57         98
          26          59         14
          26          60         12
          26          62         20
          26          65         26
          26          66         27
          26          67         14
          26          68         43
          26          69         62
          26          72         14
          26          76         12
          26          77         45
          26          78         14
          26          81         12
          26          89         25
          26          90         33
          30          26          5
          30          29         15
          30          36         22
          30          43         22
          30          50         42
          30          51         18
          30          54         33
          30          55        103
          30          56         31
          30          57        116
          30          60         48
          30          63         36
          30          65         55
          30          66         40
          30          67         21
          30          68         22
          32          36         19
          32          52         28
          32          63         13
          33          67         40
          33          68         30
          34           3         14
          34          17         10
          34          21         56
          34          25         52
          34          26         33
          34          28         20
          34          34         35
          34          35         36
          34          36         45
          34          37         60
          34          38         35
          34          40         48
          34          41         25
          34          44         14
          34          45         61
          34          46         47
          34          47         15
          34          49         13
          34          50         64
          34          51         25
          34          52         55
          34          53         16
          34          54        156
          34          55        235
          34          56        143
          34          57        142
          34          60         34
          34          63         68
          34          64         51
          34          65         94
          34          66         18
          34          67         18
          34          68         33
          34          69         15
          34          70         58
          34          77         51
          34          89         32
          35          18         15
          35          29         39
          35          34         12
          35          35         12
          35          36         18
          35          37         33
          35          43         19
          35          51         24
          35          53         14
          35          54         15
          35          55         26
          35          57         48
          35          59         12
          35          60         15
          35          62         15
          35          65         12
          35          66         42
          35          70         15
          35          77         15
          36           3         16
          36          15         29
          36          16         28
          36          17         10
          36          26         44
          36          29         12
          36          35         18
          36          36        150
          36          37         44
          36          38         19
          36          40         26
          36          41         21
          36          43         29
          36          47         14
          36          49         15
          36          51        104
          36          52         30
          36          54        207
          36          55        156
          36          56         57
          36          57         60
          36          58         26
          36          59         11
          36          62         15
          36          63         13
          36          65         28
          36          66         27
          36          67         87
          36          68         12
          36          69        109
          36          71         24
          36          75         16
          36          77         21
          36          78         15
          36          89         22
          37           6         11
          37          21          9
          37          22         16
          37          23         19
          37          24         11
          37          25         76
          37          26         35
          37          29         10
          37          34         13
          37          36         37
          37          37        101
          37          38         40
          37          40         11
          37          45         21
          37          49         26
          37          50         76
          37          51        118
          37          52         69
          37          53         51
          37          54         28
          37          55        127
          37          56         15
          37          57         55
          37          63         29
          37          65         26
          37          66         40
          37          67         40
          37          68         60
          37          70         28
          37          71         15
          37          75         22
          37          81         13
          37          89         27
          38           5         16
          38          21         10
          38          23         11
          38          24         13
          38          25        219
          38          26         22
          38          32         30
          38          35         16
          38          36         37
          38          37         85
          38          38        191
          38          40         67
          38          43         60
          38          45         13
          38          46         37
          38          47         37
          38          48         42
          38          49         45
          38          50        104
          38          51        257
          38          52         44
          38          54         37
          38          55         56
          38          56         45
          38          57         61
          38          58         20
          38          60         28
          38          65         20
          38          66         68
          38          67         25
          38          68         96
          38          69        113
          38          70         48
          38          71         29
          38          74         33
          38          77         14
          38          78         15
          38          89         21
          38          90         20
          39          18          9
          39          28         23
          39          33         35
          39          36         23
          39          38         27
          39          39          7
          39          45         46
          39          46         10
          39          47         16
          39          49         43
          39          51         77
          39          52         60
          39          53          7
          39          54         13
          39          55         34
          39          56         33
          39          57         21
          39          62         11
          39          63         22
          39          65         10
          39          66         29
          39          68         10
          39          75          9
          39          82         55
          39          89          6
          40          16         25
          40          25         35
          40          36         27
          40          37         11
          40          42         37
          40          43         17
          40          45         22
          40          46         31
          40          47         13
          40          48         40
          40          49         76
          40          50         11
          40          51         11
          40          52         25
          40          53         11
          40          54         32
          40          55         75
          40          56         19
          40          57        169
          40          60         38
          40          65         20
          40          66         31
          40          67         13
          40          68        103
          40          69        152
          40          70         20
          40          77         10
          40          78         20
          41          14         15
          41          21         41
          41          26         16
          41          29        108
          41          36        126
          41          38        132
          41          40         19
          41          42         20
          41          43        203
          41          44         30
          41          45        198
          41          46         97
          41          47         35
          41          48         14
          41          50         78
          41          51        137
          41          52         39
          41          53          7
          41          54        111
          41          55         35
          41          56        109
          41          57         96
          41          59         20
          41          60         24
          41          63         37
          41          65        133
          41          66         77
          41          67         20
          41          68         57
          41          69        213
          41          70         24
          41          71          8
          41          76         44
          41          77         53
          41          78         28
          41          90         11
          42           9         17
          42          21         43
          42          25        140
          42          32         18
          42          34         11
          42          36         56
          42          37         44
          42          38         57
          42          40         42
          42          41         63
          42          42         39
          42          43        114
          42          45         41
          42          46         30
          42          48         18
          42          49         42
          42          50         41
          42          51        111
          42          52         11
          42          53         10
          42          54         25
          42          55         45
          42          56        103
          42          57        141
          42          60        106
          42          63         26
          42          65         59
          42          66         67
          42          67         42
          42          68        121
          42          69         93
          42          70        104
          42          71         14
          42          75         24
          42          77         37
          42          78         27
          42          81         11
          43          21         36
          43          25         19
          43          36         16
          43          38        143
          43          41         23
          43          42         25
          43          43         39
          43          44         18
          43          45        118
          43          46         59
          43          49         67
          43          50          6
          43          51         51
          43          52         66
          43          54         23
          43          55        205
          43          56         20
          43          57         42
          43          59          4
          43          60         36
          43          63         14
          43          65         38
          43          66         25
          43          69         89
          43          71         24
          43          72         13
          43          77        115
          43          78         18
          43          89         32
          43          90          5
          44           6         61
          44          35         16
          44          37         15
          44          38         70
          44          40         29
          44          44         53
          44          45        190
          44          46         59
          44          47         14
          44          54          5
          44          55         35
          44          57         68
          44          65         35
          44          69        169
          44          70         48
          44          71         12
          44          72         10
          45          15         30
          45          17         40
          45          19         18
          45          21         61
          45          22          6
          45          24         14
          45          36         37
          45          37         36
          45          38         43
          45          41          5
          45          42         19
          45          43         61
          45          44          6
          45          45        111
          45          50          6
          45          51        131
          45          52         31
          45          53         31
          45          54         41
          45          55        159
          45          57         53
          45          64         29
          45          67         48
          45          69         43
          45          71         42
          45          75         30
          45          76         15
          45          77         31
          46           5          6
          46          16         18
          46          17         14
          46          20         10
          46          22         22
          46          25         37
          46          33         22
          46          34         40
          46          35         38
          46          36         65
          46          37         54
          46          38        143
          46          40         10
          46          41         28
          46          42         47
          46          43         66
          46          44         44
          46          45        122
          46          46         78
          46          47         58
          46          49         44
          46          50         27
          46          51        122
          46          52        114
          46          53         39
          46          54        112
          46          55        199
          46          56         35
          46          57         94
          46          60         75
          46          66         47
          46          67         36
          46          68         81
          46          69        572
          46          70        131
          46          71         23
          46          79         13
          46          81         13
          46          90         14
          47          25         10
          47          35          8
          47          37        135
          47          38         10
          47          39          5
          47          44         14
          47          45         93
          47          47         10
          47          49         43
          47          50         36
          47          51         15
          47          54         19
          47          55         64
          47          56         10
          47          57         35
          47          66         57
          47          69        117
          47          70         24
          47          71         35
          47          72         20
          47          75          5
          47          76         10
          47          89         43
          47          90         25
          48          22         25
          48          32         13
          48          37         50
          48          41         18
          48          42         37
          48          44         36
          48          45         37
          48          46         23
          48          48         38
          48          49         42
          48          50         47
          48          51         47
          48          52         38
          48          54         31
          48          55         88
          48          56         46
          48          58         24
          48          63         51
          48          65         44
          48          66         15
          48          67         45
          48          68         15
          48          69        132
          48          71         31
          48          73         18
          48          75         18
          48          76         21
          48          79         18
          48          80         21
          49          35         21
          49          43         11
          49          48         44
          49          49         14
          49          50         19
          49          51        124
          49          55         14
          49          65         62
          49          66          6
          49          68         14
          49          69        102
          50          16         19
          50          21         39
          50          26         12
          50          30         21
          50          34         21
          50          37         17
          50          39         16
          50          43         49
          50          45          8
          50          46         19
          50          47         13
          50          48          4
          50          49        109
          50          50         59
          50          51        357
          50          52        152
          50          53         28
          50          54        166
          50          55        117
          50          56         55
          50          57         82
          50          59         47
          50          63         42
          50          65         31
          50          66         19
          50          67         50
          50          68        112
          50          69        308
          50          75         20
          50          77          5
          50          90         19
          51          22         16
          51          26         12
          51          35         21
          51          36         19
          51          40          9
          51          43          8
          51          45         19
          51          49         96
          51          50        208
          51          51        113
          51          52         54
          51          54         21
          51          55         55
          51          56         13
          51          57         28
          51          61         11
          51          63         28
          51          65         36
          51          66         10
          51          68        161
          51          69        148
          51          74         21
          51          75         42
          51          76          7
          51          78         19
          51          80          9
          51          89         19
          52          20          6
          52          21         39
          52          23         11
          52          32         28
          52          38         20
          52          42         17
          52          43         13
          52          52          5
          52          54         17
          52          57         12
          52          64         15
          52          65         25
          52          66         13
          52          68         65
          52          80         20
          53          21         23
          53          25         32
          53          35         16
          53          36         23
          53          37         32
          53          38         40
          53          43         43
          53          46          4
          53          50         24
          53          51        128
          53          52         19
          53          54         60
          53          55         14
          53          57         90
          53          59         19
          53          63         19
          53          67         16
          53          68         92
          53          69         26
          53          75         49
          53          77         20
          53          81         16
          54          35         19
          54          36         90
          54          49         23
          54          51          7
          54          53         12
          54          56         20
          54          57          5
          54          71          9
          54          89         20
          55          15         35
          55          17         17
          55          21         13
          55          37         79
          55          48         29
          55          50         18
          55          51         12
          55          54         45
          55          55        111
          55          56          4
          55          57         64
          55          60         21
          55          63         60
          55          66         17
          55          67         22
          55          68         12
          55          71         26
          55          78         25
          56          25         46
          56          34         23
          56          35         13
          56          36         22
          56          43         20
          56          47         17
          56          51         22
          56          54          8
          56          59        139
          56          63          5
          56          64        132
          56          69         29
          56          89          4
          57          25         10
          57          32         22
          57          35          9
          57          36         45
          57          37          6
          57          45         18
          57          47         11
          57          49         40
          57          50         25
          57          52         32
          57          54         14
          57          55        105
          57          56         61
          57          57         71
          57          63         26
          57          64         28
          57          65         10
          57          67         12
          57          68         19
          57          75         24
          57          78         22
          58           6         12
          58          25         18
          58          34         14
          58          36         33
          58          54         12
          58          58         19
          58          65          7
          58          66         71
          58          68         12
          59          16         33
          59          36         92
          59          37         20
          59          38         29
          59          43         51
          59          50         28
          59          51          4
          59          54         52
          59          55         84
          59          56        102
          59          57         28
          59          59         29
          59          63         77
          59          65         11
          59          66         18
          59          68         18
          59          69         46
          59          70         12
          59          76         13
          60          17          8
          60          21         18
          60          25         13
          60          26         11
          60          29         16
          60          33         20
          60          36        108
          60          37         96
          60          43         64
          60          45         24
          60          47         23
          60          49         23
          60          51         65
          60          52        135
          60          53         52
          60          54        168
          60          55        288
          60          56         81
          60          57        287
          60          58         29
          60          59         11
          60          60         62
          60          61          9
          60          63        172
          60          65         73
          60          66         81
          60          69         32
          60          71         22
          60          78         14
          60          90         22
          61          33         50
          61          35         40
          61          37         43
          61          43         41
          61          45         26
          61          47         38
          61          51         14
          61          52         21
          61          53         16
          61          54         38
          61          55         99
          61          56         67
          61          57         23
          61          60         30
          61          61         89
          61          62         17
          61          63         47
          61          64         23
          61          65         37
          61          68         52
          61          69         68
          61          70         16
          61          74         49
          61          76         22
          61          77         19
          61          90         22
          62           5         15
          62           6         15
          62          11         14
          62          15         13
          62          25         65
          62          29         15
          62          30         12
          62          33         15
          62          35         29
          62          36        119
          62          37         10
          62          38         35
          62          40         18
          62          43         16
          62          49         25
          62          50         32
          62          51         70
          62          52         18
          62          54        213
          62          55        123
          62          56        208
          62          57        267
          62          59         12
          62          60         72
          62          62         45
          62          63         33
          62          64         10
          62          65         48
          62          66         23
          62          68         19
          62          69         89
          62          71         12
          62          73         15
          62          77         13
          62          78         27
          62          80         21
          62          89         28
          62          90         23
          63          11         70
          63          17         15
          63          19         15
          63          25         15
          63          35         18
          63          36         79
          63          39          5
          63          49         18
          63          50         33
          63          52         18
          63          53         89
          63          54        140
          63          55         46
          63          56        140
          63          57        238
          63          59         18
          63          60         36
          63          63         77
          63          64         18
          63          65         50
          63          67          7
          63          68         27
          63          69         74
          63          70         21
          63          77         14
          63          89         33
          64           5         15
          64          15         18
          64          20         12
          64          21         13
          64          25         33
          64          33         34
          64          35         34
          64          36        163
          64          37         40
          64          41         18
          64          42         43
          64          43         27
          64          44         33
          64          45         31
          64          46         33
          64          49         68
          64          50         18
          64          51        140
          64          52        141
          64          53         35
          64          54        134
          64          55        229
          64          56        139
          64          57        414
          64          58         42
          64          59         78
          64          60         34
          64          62         19
          64          63        115
          64          64         18
          64          65        107
          64          66        131
          64          67         15
          64          68         15
          64          69         34
          64          70         15
          64          76         22
          64          77         25
          64          78         69
          64          84         12
          64          89         12
          64          90         13
          65           2          6
          65          17         17
          65          21         45
          65          25         22
          65          29         14
          65          34         10
          65          35         14
          65          36         54
          65          37         18
          65          38         14
          65          42         29
          65          43         26
          65          45         16
          65          47         22
          65          48          8
          65          49         26
          65          51        111
          65          52        185
          65          53         40
          65          54        196
          65          55        308
          65          56        152
          65          57        277
          65          59         46
          65          60         54
          65          62         29
          65          63        120
          65          64         13
          65          65        291
          65          66        216
          65          67         77
          65          68         22
          65          69         94
          65          71         18
          65          77        117
          65          78         63
          65          80         18
          65          89         18
          65          90         36
          66           6         18
          66          16         22
          66          21         14
          66          25         41
          66          29         37
          66          33          7
          66          35         24
          66          36         82
          66          37         86
          66          38         18
          66          41         45
          66          43         76
          66          45         32
          66          46         22
          66          47         30
          66          49         50
          66          50         55
          66          51         86
          66          52        109
          66          53         85
          66          54        185
          66          55        339
          66          56         90
          66          57        252
          66          58         37
          66          59         18
          66          60          9
          66          63         78
          66          65        175
          66          66        207
          66          67        177
          66          68        101
          66          69        117
          66          71         12
          66          77         33
          66          78         18
          66          89         42
          67          17          8
          67          21         25
          67          25         51
          67          26         13
          67          34          9
          67          35         15
          67          36         71
          67          38        105
          67          40          8
          67          45        152
          67          46         31
          67          47         21
          67          49         39
          67          50         54
          67          51        214
          67          52         20
          67          53         56
          67          54        138
          67          55        211
          67          56         19
          67          57        100
          67          58         85
          67          62         25
          67          63         46
          67          64         29
          67          65         79
          67          66         58
          67          67        478
          67          68        120
          67          69        199
          67          70         13
          67          71         31
          67          75         43
          67          77         43
          67          78        115
          67          79         18
          67          90         19
          68          19         30
          68          25         61
          68          35         54
          68          36         13
          68          37          4
          68          38         39
          68          39         18
          68          45         17
          68          46         18
          68          48         25
          68          49         17
          68          50         12
          68          51        107
          68          52         46
          68          53         24
          68          54         62
          68          55         25
          68          57          8
          68          60         14
          68          66         51
          68          67          8
          68          68         45
          68          69        182
          68          71         35
          68          78         30
          68          89         14
          68          90         10
          69           6         24
          69          15         17
          69          35         10
          69          36         32
          69          43         32
          69          45         52
          69          49         34
          69          51         15
          69          53          5
          69          55         10
          69          65         36
          69          67          7
          69          68         13
          69          69         49
          69          70          5
          69          71         29
          69          77         16
          70          36          5
          70          43         49
          70          46          4
          70          49         11
          70          52         25
          70          56         45
          70          65          4
          70          68          4
          70          69         58
          70          70         40
          70          71         24
          70          73         15
          70          74         58
          70          82         14
          70          90          4
          71           4         31
          71          15          5
          71          16          5
          71          18         12
          71          21         25
          71          22          5
          71          25         29
          71          26         19
          71          36         77
          71          38         57
          71          40         67
          71          43         40
          71          44        123
          71          45         96
          71          46          5
          71          47         78
          71          48         43
          71          49         33
          71          51         69
          71          52         48
          71          53         38
          71          54         27
          71          55         93
          71          56         36
          71          57        170
          71          63         31
          71          65          5
          71          66         88
          71          67         57
          71          68         26
          71          69        242
          71          70        163
          71          71        182
          71          72         19
          71          73         15
          71          77        145
          71          84          5
          71          89         43
          71          90         32
          72          20          5
          72          21         71
          72          23         26
          72          36          5
          72          38         22
          72          43        179
          72          44         10
          72          45         71
          72          47         11
          72          49         94
          72          50         30
          72          51         36
          72          52         16
          72          53         36
          72          54         15
          72          55        198
          72          56        105
          72          57        166
          72          58          9
          72          59          6
          72          64         24
          72          65        104
          72          66         65
          72          68         36
          72          69        151
          72          70         40
          72          71        156
          72          72        128
          72          73         86
          72          75         37
          72          77         60
          72          89         53
          72          90         19
          73          25         38
          73          36         24
          73          38          7
          73          42         51
          73          50          7
          73          52          7
          73          54          6
          73          57         76
          73          65         40
          73          66          5
          73          68         91
          73          69        168
          73          70         47
          73          71         83
          73          74         36
          73          75         26
          73          89         72
          74          37          7
          74          41          7
          74          43          7
          74          45         13
          74          49         57
          74          51          7
          74          53         25
          74          54          7
          74          56         49
          74          57         49
          74          66          7
          74          67         17
          74          68          4
          74          69        385
          74          71          7
          74          72         19
          74          74         77
          74          75          9
          74          76         24
          74          77        190
          74          81          7
          75          22         26
          75          23          7
          75          35         11
          75          41          6
          75          45        103
          75          46         18
          75          47         73
          75          50         28
          75          52         24
          75          55          7
          75          57          7
          75          60         70
          75          66         39
          75          68         28
          75          69          6
          75          75          7
          75          77          5
          75          78         18
          75          90          5
          76           4         35
          76          37          7
          76          39         18
          76          45          7
          76          48         21
          76          51         16
          76          52         40
          76          55         98
          76          56         47
          76          57         94
          76          60          6
          76          63         62
          76          64         22
          76          65          7
          76          67         33
          76          68          7
          76          69        228
          76          75         14
          76          76        221
          76          77         28
          76          78         34
          76          88         58
          76          90          3
          77           6         35
          77          16         14
          77          21         74
          77          23         18
          77          25         37
          77          36         18
          77          37         37
          77          38         41
          77          39          5
          77          45         49
          77          49        121
          77          50         24
          77          51        114
          77          52         61
          77          53         77
          77          54         73
          77          55        140
          77          56        143
          77          57        217
          77          60         26
          77          63         18
          77          64         16
          77          65         91
          77          66        136
          77          67         57
          77          69         36
          77          73         18
          77          74         18
          77          75         27
          77          77         59
          77          89         36
          77          90         83
          78          15         27
          78          21         59
          78          23         18
          78          25         36
          78          26         38
          78          29         18
          78          35         40
          78          36         90
          78          38          9
          78          43         10
          78          45          6
          78          47         29
          78          49         11
          78          51         14
          78          52         32
          78          53         14
          78          54        113
          78          55        127
          78          56         23
          78          57        113
          78          60         29
          78          63         18
          78          65        133
          78          66         60
          78          67         26
          78          68         37
          78          71         27
          78          75         37
          78          77         32
          78          78         44
          78          81         18
          78          90         11
          79           6         40
          79          16         25
          79          21         35
          79          22         72
          79          25        142
          79          26        163
          79          34         22
          79          35         88
          79          36         91
          79          37         52
          79          39         18
          79          40         26
          79          41         18
          79          42         42
          79          43        114
          79          44         17
          79          45         26
          79          47         18
          79          48         22
          79          49        161
          79          50         19
          79          51         43
          79          52        155
          79          53         56
          79          54        101
          79          55        192
          79          56        135
          79          57        240
          79          59         28
          79          60         22
          79          63        122
          79          64         18
          79          65        264
          79          66         96
          79          67        201
          79          68         57
          79          69        218
          79          70         86
          79          75         94
          79          76        119
          79          77        145
          79          78        130
          79          80         46
          79          82         22
          79          89         51
          79          90         82
          80          16         19
          80          31          4
          80          36         18
          80          37         41
          80          38         30
          80          45          4
          80          50         13
          80          52         11
          80          55         66
          80          56         21
          80          57         50
          80          58         14
          80          59         18
          80          60         21
          80          65         62
          80          66         26
          80          67         18
          80          68         39
          80          69         20
          80          72          6
          80          75         21
          80          77         39
          80          80          9
          80          81          4
          80          84         27
          80          90         21
          81          25         21
          81          35         14
          81          45         35
          81          49          7
          81          55          8
          81          56         35
          81          59          7
          81          60         15
          81          65         19
          81          66         21
          81          67         10
          81          68         15
          81          70          8
          81          77          8
          81          78          4
          81          81         15
          82           3          4
          82          18         35
          82          21         23
          82          34          4
          82          35         33
          82          36         20
          82          43         18
          82          47         20
          82          52          4
          82          53         30
          82          54         38
          82          55         20
          82          57         22
          82          60          4
          82          63         19
          82          65         23
          82          66         38
          82          68          8
          82          69         36
          82          70         68
          82          80         61
          82          84          4
          82          88         19
          82          89         38
          82          90          4
          83          36         19
          84           6         16
          84          15         23
          84          16         41
          84          21         37
          84          22         16
          84          25         82
          84          26         19
          84          33         15
          84          34         22
          84          35         28
          84          36        113
          84          37         38
          84          38         47
          84          40         19
          84          41         17
          84          42         22
          84          43         40
          84          45         41
          84          47         35
          84          48          6
          84          49         45
          84          50         19
          84          51         48
          84          52        134
          84          53         47
          84          54         41
          84          55        172
          84          56         37
          84          57        143
          84          59         97
          84          60         93
          84          61         22
          84          62         35
          84          63         86
          84          65        184
          84          66        109
          84          67         55
          84          68         24
          84          70         23
          84          72         37
          84          73         18
          84          74         27
          84          75         28
          84          77         23
          84          80         93
          84          81         71
          84          82          4
          84          89        211
          84          90         40
          89           6         37
          89          16         58
          89          21         86
          89          25         64
          89          32         20
          89          33         27
          89          35         20
          89          36        142
          89          37         41
          89          38         45
          89          40         22
          89          42         23
          89          43         81
          89          45         56
          89          46         44
          89          49         81
          89          50        108
          89          51         87
          89          52         67
          89          53         43
          89          54        114
          89          55        189
          89          56         39
          89          57        283
          89          59         44
          89          60         79
          89          62         23
          89          63         84
          89          65        171
          89          66        232
          89          67         56
          89          68         62
          89          71         67
          89          72         29
          89          73         27
          89          75         20
          89          77        100
          89          78         41
          89          89        340
          89          90        160
          90           6          7
          90          15         25
          90          16         18
          90          17         39
          90          21         63
          90          25         65
          90          26         20
          90          35        120
          90          36        125
          90          37         91
          90          38         95
          90          40         20
          90          41         42
          90          42         44
          90          43        122
          90          44          4
          90          45         41
          90          46         20
          90          47         30
          90          48         29
          90          49         64
          90          50         28
          90          51        140
          90          52        140
          90          53         71
          90          54         98
