Fri Feb 07 2020 22:16:43 GMT-0500 (Eastern Standard Time) - Run Time: 3423ms

Cross Tabulation Query Form - Trip - 2016 v1.1

Row: 2006 GTA zone of origin - gta06_orig
Column: 2006 GTA zone of destination - gta06_dest
Table: Planning district of origin - pd_orig

RowG:
ColG:
TblG:(1)

Filters:
Start time of trip - start_time In 900-1500
and
2006 GTA zone of origin - gta06_orig In 1-90
and
2006 GTA zone of destination - gta06_dest In 1-90

Trip 2016
ROW : gta06_orig
COLUMN : gta06_dest

TABLE    : pd_orig (PD 1 of Toronto)

  gta06_orig  gta06_dest      total
          21           1          7
          21           3         14
          21           6         56
          21          16         35
          21          17         15
          21          19        120
          21          20         43
          21          21        566
          21          22        107
          21          23        103
          21          24         46
          21          25         39
          21          29         39
          21          33         30
          21          35         88
          21          36         41
          21          37         40
          21          38         93
          21          39         47
          21          41         17
          21          42        119
          21          43        284
          21          45        178
          21          46         95
          21          47         46
          21          48         41
          21          49         43
          21          50         96
          21          51         58
          21          52        126
          21          54         33
          21          55         15
          21          56         44
          21          57        167
          21          58         31
          21          60         50
          21          62         28
          21          63         16
          21          65        209
          21          67        130
          21          68         49
          21          69        340
          21          70        205
          21          71         10
          21          72         62
          21          74         52
          21          75        154
          21          77         72
          21          81         19
          21          84         16
          21          89         20
          21          90         76
          22           4         15
          22          16         72
          22          18         16
          22          19         75
          22          20          6
          22          21        315
          22          22        379
          22          23        150
          22          25         41
          22          26         82
          22          29         28
          22          34         15
          22          35         38
          22          36        135
          22          37         36
          22          38        165
          22          39         55
          22          40         63
          22          42         50
          22          43         52
          22          45         30
          22          46         58
          22          47         28
          22          48         35
          22          49         22
          22          51         47
          22          52        101
          22          53          3
          22          54         48
          22          55         31
          22          57         31
          22          62         15
          22          63         12
          22          66         63
          22          67         93
          22          68        137
          22          69        134
          22          70         65
          22          71         23
          22          74         36
          22          77         28
          22          78         18
          22          79         15
          22          80         46
          22          81          5
          22          89         11
          23           4          5
          23          16         58
          23          17         25
          23          18         87
          23          19         56
          23          20         19
          23          21         22
          23          22        162
          23          23        108
          23          24         93
          23          25         85
          23          31         58
          23          34        114
          23          37         35
          23          38         11
          23          39         29
          23          40         55
          23          50         41
          23          52        128
          23          55         20
          23          60         13
          23          65         36
          23          66          5
          23          67         55
          23          69          5
          23          71         17
          23          76          5
          23          90         37
          24           5         34
          24          10          5
          24          15         13
          24          17         10
          24          19         11
          24          20          5
          24          21         18
          24          22          5
          24          23         38
          24          24         67
          24          25        128
          24          26         22
          24          34         34
          24          36         25
          24          37        124
          24          38        289
          24          45         37
          24          52        151
          24          62         48
          24          67         32
          24          69         43
          24          72         14
          24          76         55
          24          77         43
          24          78         43
          24          89         29
          25           5         46
          25           6         11
          25          11         12
          25          14         29
          25          15         84
          25          16        121
          25          17         28
          25          19         33
          25          20         17
          25          21         87
          25          22         41
          25          23         44
          25          25        146
          25          26         93
          25          27          9
          25          29         37
          25          34         93
          25          35         74
          25          36        125
          25          37         82
          25          38        203
          25          39         36
          25          40         31
          25          42         96
          25          44         26
          25          45         51
          25          47         31
          25          48         12
          25          49         39
          25          50         82
          25          51        164
          25          52        161
          25          53         18
          25          54         67
          25          55         12
          25          56         58
          25          57        132
          25          59         20
          25          62         84
          25          65         77
          25          66         64
          25          67        135
          25          69         12
          25          70         39
          25          71         18
          25          74         22
          25          75          7
          25          77         28
          25          78          9
          25          79         66
          25          80         40
          25          89         26
          26           6          8
          26          14         18
          26          15         43
          26          16          3
          26          17         17
          26          19         16
          26          21         26
          26          23         18
          26          24          5
          26          25        144
          26          26         86
          26          29         12
          26          31          8
          26          34         94
          26          35         24
          26          36         87
          26          37         65
          26          38         49
          26          41         19
          26          43         24
          26          44         36
          26          46         27
          26          47         17
          26          49         12
          26          52        170
          26          54         40
          26          55         76
          26          56         10
          26          57         61
          26          63         12
          26          65          7
          26          66         11
          26          67         39
          26          68         21
          26          69         59
          26          70         20
          26          72         20
          26          75         41
          26          76         22
          26          77         23
          26          79         11
          26          80          4
          26          81         22
          26          84         29
          26          85         16
          26          90         45
          27          25          9
          28          17         26
          28          31         30
          28          34         10
          28          39         23
          29          15         10
          29          21         39
          29          25         65
          29          26         27
          29          30         15
          29          41         14
          29          45         21
          29          51         14
          29          65         25
          29          68         28
          30           9          6
          30          11          6
          30          43          6
          30          45         15
          30          57         20
          30          60         20
          30          90         23
          31          17         14
          31          19          8
          31          23         58
          31          34         23
          31          35          4
          31          51         19
          31          59          7
          31          60          8
          31          61         17
          31          62         62
          31          67         30
          31          78          4
          31          80         14
          32          17          8
          32          51         20
          32          62         12
          33          21         30
          33          38         22
          33          55         19
          33          60         51
          33          69          6
          33          83         27
          34           1         21
          34           3         21
          34           6         33
          34          15         33
          34          19         12
          34          22         15
          34          25        158
          34          26        152
          34          28         10
          34          30         12
          34          31         23
          34          33         20
          34          34         45
          34          35         58
          34          36         64
          34          37         46
          34          38         41
          34          43         50
          34          44         21
          34          46         13
          34          47         39
          34          48         22
          34          49         10
          34          50         19
          34          51         32
          34          52         44
          34          54         94
          34          55         63
          34          56         90
          34          57         50
          34          58         24
          34          59         33
          34          62         10
          34          63         13
          34          65         51
          34          67         58
          34          69         33
          34          70         58
          34          71         21
          34          75         18
          34          77         22
          34          78         20
          34          84         22
          34          89         18
          34          90         27
          35          16         30
          35          17         18
          35          18         15
          35          21         31
          35          25         15
          35          26         12
          35          30         14
          35          34         83
          35          35         26
          35          36         51
          35          37         37
          35          38         35
          35          42         12
          35          43         24
          35          45         25
          35          48          8
          35          50         32
          35          51         29
          35          55          9
          35          56         69
          35          57         82
          35          60         31
          35          61         25
          35          63         23
          35          64         21
          35          65         12
          35          66         13
          35          68         21
          35          70         15
          35          71         10
          35          75         14
          35          77         64
          35          78         12
          35          81         12
          36          14         24
          36          15         39
          36          16         30
          36          17         13
          36          21         50
          36          25        124
          36          26        157
          36          34         35
          36          35          9
          36          36        154
          36          37         40
          36          38         30
          36          39         29
          36          41         21
          36          42         13
          36          43         18
          36          44         10
          36          45         36
          36          46         36
          36          50         15
          36          51        102
          36          52        131
          36          53         30
          36          54         89
          36          55        126
          36          56         15
          36          57         41
          36          60        102
          36          61         57
          36          63         70
          36          65         15
          36          66         17
          36          67         60
          36          68         33
          36          69         68
          36          70         27
          36          72         35
          36          73         13
          36          75         25
          36          78         12
          36          79         52
          36          80          4
          36          89          7
          37          14         25
          37          15         22
          37          16         28
          37          17         58
          37          18         38
          37          21         87
          37          22         72
          37          23          5
          37          25        178
          37          26         29
          37          34         46
          37          35         37
          37          36         54
          37          37        165
          37          38        131
          37          40         42
          37          42         49
          37          43         26
          37          45         21
          37          46        122
          37          47         35
          37          49         41
          37          50         32
          37          51         42
          37          52        221
          37          53         13
          37          54         43
          37          55         51
          37          56         29
          37          57         17
          37          58         11
          37          59          7
          37          61         22
          37          63         21
          37          66         47
          37          67         35
          37          68        112
          37          69        176
          37          71         52
          37          72         13
          37          75         21
          37          76         48
          37          77         15
          37          79         17
          37          80         17
          37          84         14
          37          89         38
          37          90          4
          38           1         15
          38          14          7
          38          15         32
          38          16         25
          38          17         61
          38          18        112
          38          20         46
          38          21         45
          38          22         31
          38          23        164
          38          24         45
          38          25        365
          38          26         33
          38          29         19
          38          34         41
          38          35         22
          38          36         60
          38          37         60
          38          38        752
          38          39         79
          38          40        158
          38          41          8
          38          42        112
          38          43         61
          38          44         11
          38          45         58
          38          46         95
          38          47         60
          38          48         18
          38          49        106
          38          50        179
          38          51         73
          38          52        244
          38          53         57
          38          55         97
          38          56         28
          38          57         31
          38          59         14
          38          60         21
          38          62         15
          38          63         19
          38          65        111
          38          67        137
          38          68         10
          38          69        316
          38          70         11
          38          71        111
          38          72          5
          38          74         15
          38          75         39
          38          77         71
          38          79         46
          38          84         15
          38          90         32
          39          18          5
          39          21         54
          39          22         70
          39          24        101
          39          33         14
          39          38         14
          39          39         33
          39          40        109
          39          43         15
          39          44         29
          39          45        143
          39          46         41
          39          48         61
          39          49         31
          39          50         22
          39          51         27
          39          52         90
          39          60         22
          39          63         54
          39          67         40
          39          68         12
          39          71         24
          39          72         14
          39          82         55
          40           6         20
          40          14         17
          40          18         13
          40          20          3
          40          21         40
          40          22         36
          40          25         53
          40          26         14
          40          35         17
          40          37         35
          40          38        183
          40          39        102
          40          40        203
          40          41         22
          40          42         54
          40          43         37
          40          44         41
          40          45         11
          40          46         12
          40          47         12
          40          50         89
          40          51          9
          40          55         48
          40          56         31
          40          57         13
          40          63         34
          40          65         34
          40          66         19
          40          67         15
          40          68         16
          40          69        179
          40          70         22
          40          71         53
          40          72         21
          40          74         36
          40          75         31
          40          76         11
          40          77         44
          40          78         20
          40          90         20
          41          21         96
          41          25          8
          41          26         19
          41          29         28
          41          36         45
          41          38          8
          41          40         83
          41          42         42
          41          43        114
          41          45         15
          41          46         43
          41          48         39
          41          50         34
          41          52         62
          41          53         14
          41          54         63
          41          57         16
          41          63          9
          41          66         70
          41          68         98
          41          69        157
          41          70         36
          41          71         59
          41          73          9
          41          76         20
          41          77         46
          41          78         56
          41          80          4
          41          90         37
          42          21        135
          42          23         20
          42          25         62
          42          34         28
          42          35         12
          42          36         25
          42          37         25
          42          38        107
          42          40         78
          42          42         92
          42          43         53
          42          44          6
          42          46        124
          42          47         77
          42          51        139
          42          52        127
          42          53         15
          42          54         52
          42          55         17
          42          56         24
          42          57         30
          42          59         18
          42          60         14
          42          62         23
          42          63         20
          42          65         83
          42          66         29
          42          68         23
          42          69        420
          42          70         30
          42          71         44
          42          76        146
          42          77         35
          42          78         40
          42          90         55
          43           3         37
          43          16          6
          43          20         17
          43          21        114
          43          22         24
          43          25         30
          43          26         30
          43          31         12
          43          34          6
          43          35         12
          43          36         83
          43          37         44
          43          38         10
          43          39         30
          43          40         37
          43          41         47
          43          42         96
          43          43        206
          43          44         48
          43          45        233
          43          46         87
          43          47         37
          43          48         82
          43          49         96
          43          50         41
          43          51         47
          43          52         29
          43          53         18
          43          54         17
          43          55         37
          43          56         78
          43          57          6
          43          63         49
          43          64         13
          43          65         11
          43          66         16
          43          69         27
          43          70         19
          43          71        197
          43          72         77
          43          75         21
          43          76         14
          43          77         19
          43          78         34
          43          90          4
          44           6         61
          44          17         24
          44          35         16
          44          38         11
          44          43         48
          44          45        132
          44          46        106
          44          47         45
          44          50         46
          44          51         33
          44          52         24
          44          53         32
          44          54         42
          44          55         93
          44          56         34
          44          57         12
          44          65         30
          44          67         15
          44          68         80
          44          69        128
          44          70         37
          44          71        114
          44          72         36
          44          79         18
          45          17         17
          45          20          4
          45          21        186
          45          22         11
          45          24         47
          45          25         29
          45          26         60
          45          30         15
          45          33         15
          45          35         13
          45          36        100
          45          37         15
          45          38         63
          45          39         11
          45          40         22
          45          41         15
          45          43        192
          45          44        129
          45          45        266
          45          46        151
          45          47         48
          45          48         29
          45          49        141
          45          50         18
          45          51         21
          45          52         74
          45          54        171
          45          55        138
          45          56         49
          45          57         63
          45          61          4
          45          62         10
          45          63         11
          45          64         12
          45          65         99
          45          66         78
          45          67         42
          45          68         99
          45          69         86
          45          70         11
          45          71        232
          45          72        106
          45          73         23
          45          74          7
          45          75         15
          45          76         15
          45          89         50
          45          90         42
          46           1          9
          46           5          6
          46          15         15
          46          17         16
          46          21         72
          46          22         15
          46          25         82
          46          26         27
          46          34         12
          46          36         14
          46          37         59
          46          38        166
          46          39         27
          46          40         45
          46          41         36
          46          42         68
          46          43        127
          46          44        133
          46          45        327
          46          46        102
          46          47        122
          46          49         28
          46          50         17
          46          51        129
          46          52         64
          46          54         42
          46          55         14
          46          56         17
          46          57        134
          46          65         22
          46          66         64
          46          67        134
          46          68         41
          46          69       1146
          46          70         60
          46          71        158
          46          75          9
          46          76         17
          46          77          8
          46          78         66
          46          81         13
          46          89         33
          47           6         13
          47          19         10
          47          31          8
          47          34         14
          47          37          4
          47          38         72
          47          40         12
          47          42         23
          47          43         37
          47          44         32
          47          45         30
          47          46         42
          47          47         20
          47          48         13
          47          49         14
          47          52         31
          47          53          5
          47          54         20
          47          55         18
          47          56         21
          47          58         12
          47          62         23
          47          63         30
          47          65          9
          47          66         12
          47          67         70
          47          69        531
          47          71        124
          47          72         11
          47          73         38
          47          74         14
          47          77         22
          47          78         29
          47          89          6
          47          90         11
          48          19          3
          48          21         43
          48          22         20
          48          23         50
          48          26         34
          48          35         41
          48          36         14
          48          37         21
          48          38         64
          48          39         41
          48          40         33
          48          41         22
          48          42          8
          48          43         85
          48          44         36
          48          45         39
          48          46         18
          48          47         25
          48          48         34
          48          49         66
          48          50         48
          48          51        164
          48          52        143
          48          53         14
          48          54         14
          48          56         17
          48          57         14
          48          58         18
          48          66         13
          48          68         37
          48          69        371
          48          71         24
          48          74         21
          48          75         12
          48          76         12
          48          77         17
          49           2         26
          49           3          9
          49          17         24
          49          18         23
          49          21          6
          49          22         35
          49          24         30
          49          29         25
          49          31          7
          49          33         10
          49          34         13
          49          37         54
          49          38         33
          49          40         39
          49          43         28
          49          45        139
          49          46         29
          49          48         82
          49          49         29
          49          50        102
          49          51         44
          49          52         73
          49          55         29
          49          60         20
          49          68        111
          49          69        273
          49          70        233
          49          71         34
          49          73          6
          49          81         10
          50          19         42
          50          22        101
          50          23         83
          50          25         56
          50          26         12
          50          30         21
          50          35         64
          50          37         39
          50          38         87
          50          39         75
          50          40         96
          50          43         57
          50          44         32
          50          45         53
          50          46         51
          50          48         85
          50          49         88
          50          50        222
          50          51        203
          50          52        286
          50          53         97
          50          54         38
          50          55         42
          50          57         58
          50          61          7
          50          63         31
          50          65        137
          50          66         40
          50          67          9
          50          68        120
          50          69        566
          50          71         27
          50          75         20
          50          76         21
          50          80         10
          50          89         19
          50          90          4
          51          15         13
          51          17         23
          51          18         18
          51          19         31
          51          20         17
          51          21         72
          51          22         18
          51          25         13
          51          32         20
          51          34         35
          51          35         31
          51          36        120
          51          37         68
          51          38         86
          51          39         46
          51          42         25
          51          43         49
          51          45         29
          51          46         36
          51          48         39
          51          49         68
          51          50        292
          51          51        168
          51          52        131
          51          53        104
          51          54         45
          51          55         40
          51          56         18
          51          57         55
          51          58         16
          51          60         22
          51          62         25
          51          63         13
          51          64         21
          51          65         58
          51          67         97
          51          68        196
          51          69        609
          51          70         21
          51          71         41
          51          75         95
          51          81          5
          51          89         18
          51          90         27
          52           3         10
          52          15         45
          52          16         16
          52          17         25
          52          19         12
          52          21         15
          52          22        101
          52          23         27
          52          24        143
          52          25         84
          52          26         56
          52          28         27
          52          30         24
          52          34         40
          52          35         29
          52          36        119
          52          37        168
          52          38        232
          52          39         65
          52          40         25
          52          42         51
          52          43         22
          52          45         86
          52          46         69
          52          47         10
          52          49         89
          52          50        211
          52          51         48
          52          52         86
          52          53        111
          52          54        123
          52          55        114
          52          56         16
          52          57         83
          52          58         37
          52          61         49
          52          62         25
          52          63         13
          52          64         42
          52          65         87
          52          66         90
          52          67         59
          52          68         87
          52          69         85
          52          71         36
          52          72          5
          52          75         18
          52          76         88
          52          77         61
          52          78         18
          52          79          4
          52          80         22
          52          84         42
          52          85         18
          52          89         26
          52          90         67
          53           5         48
          53          21         23
          53          34         65
          53          35         24
          53          36         21
          53          37         13
          53          38         83
          53          39          7
          53          42         15
          53          43         18
          53          44         32
          53          45         15
          53          47          5
          53          48         14
          53          49         82
          53          50        115
          53          51         81
          53          52        192
          53          53         19
          53          54         33
          53          55         19
          53          57         32
          53          62         38
          53          63         17
          53          64         27
          53          65         67
          53          66         28
          53          67        161
          53          68         36
          53          69        112
          53          70          6
          53          71         61
          53          74         25
          53          75         40
          53          76         49
          53          77         38
          53          89         11
          54          15         20
          54          16         22
          54          22         28
          54          24         10
          54          25         22
          54          26         12
          54          34         92
          54          36        143
          54          37         23
          54          41         24
          54          44         26
          54          45         20
          54          46         36
          54          47         33
          54          48         14
          54          50         50
          54          51         53
          54          52         50
          54          53         65
          54          54        121
          54          55         73
          54          56         51
          54          57         41
          54          58         17
          54          59         14
          54          61         17
          54          64         38
          54          65         16
          54          66         42
          54          67          8
          54          68         21
          54          69         21
          54          71         38
          54          81         10
          54          89         55
          54          90        102
          55           1         22
          55           6         14
          55          15         16
          55          17         25
          55          21         13
          55          24         44
          55          25         26
          55          26         21
          55          29         21
          55          34         25
          55          35         30
          55          36        173
          55          38         59
          55          40         25
          55          42         17
          55          43         41
          55          45         27
          55          46         48
          55          47         18
          55          49         18
          55          50         10
          55          51         40
          55          52        125
          55          54         94
          55          55        253
          55          56         33
          55          57         68
          55          59         14
          55          60         20
          55          61         14
          55          62         65
          55          63         59
          55          64         29
          55          65         53
          55          66         12
          55          67        151
          55          68         31
          55          69         99
          55          70         91
          55          71         57
          55          72        164
          55          76         31
          55          77         18
          55          79         32
          55          80         10
          55          81          6
          55          82         19
          55          84         45
          55          89         27
          55          90         72
          56          16          7
          56          17         28
          56          25         45
          56          34         34
          56          36         28
          56          37         29
          56          38         13
          56          40         21
          56          42         20
          56          44         17
          56          45         59
          56          46         17
          56          48         17
          56          50         39
          56          51         40
          56          52         83
          56          54         68
          56          55         16
          56          56         21
          56          57         90
          56          63         43
          56          65         26
          56          66         22
          56          68         21
          56          70         33
          56          71          5
          56          72          5
          56          82         16
          56          84         14
          56          90         23
          57          16         24
          57          18         27
          57          20         18
          57          21         31
          57          25         43
          57          31         19
          57          35         54
          57          36         51
          57          37         17
          57          38         43
          57          40         14
          57          43         79
          57          44         12
          57          45         61
          57          46         37
          57          48         14
          57          49         12
          57          52        117
          57          53         19
          57          54         41
          57          55         91
          57          56        103
          57          57         75
          57          58         11
          57          61         23
          57          62         17
          57          63        125
          57          64         27
          57          65         80
          57          66         63
          57          67         13
          57          68         68
          57          69         72
          57          71         20
          57          72         21
          57          77         52
          57          78         20
          57          79         15
          57          81         10
          57          84         62
          57          89         55
          57          90         67
          58          25         18
          58          37         27
          58          49         29
          58          51         16
          58          52         23
          58          55         13
          58          57         22
          58          60         25
          58          62         10
          58          64         26
          58          66         74
          58          79         23
          58          80         14
          59          11         12
          59          18         12
          59          21         18
          59          25         80
          59          31          7
          59          37         28
          59          42         18
          59          51         14
          59          52          9
          59          54         32
          59          55         25
          59          59         14
          59          62         24
          59          63         17
          59          66         18
          59          69         12
          59          70         28
          59          74         14
          59          79         28
          59          80          4
          59          81          7
          59          84         22
          59          86          7
          59          90         10
          60           4         22
          60          23         13
          60          26         19
          60          35         23
          60          36        102
          60          38         21
          60          39         22
          60          42         79
          60          49         20
          60          51         65
          60          52         48
          60          53         22
          60          54         54
          60          55         41
          60          56         59
          60          57         46
          60          60         99
          60          62         28
          60          63         18
          60          64         20
          60          65         38
          60          67         31
          60          68         20
          60          69         16
          60          78          5
          60          90         38
          61          15         19
          61          16          8
          61          25         23
          61          31         17
          61          34         60
          61          35         25
          61          36         70
          61          37         12
          61          39         22
          61          43         25
          61          45          4
          61          47         49
          61          51         19
          61          52        122
          61          54         51
          61          55         14
          61          57         39
          61          60         26
          61          61         17
          61          63         21
          61          64         23
          61          65         41
          61          68        122
          61          69         49
          61          75         10
          61          81          6
          61          82         19
          61          89         18
          62          11         14
          62          16         11
          62          22         15
          62          24         48
          62          25         14
          62          26         17
          62          29         45
          62          31         33
          62          36         12
          62          38         21
          62          44         19
          62          51         27
          62          52         52
          62          53         18
          62          54         71
          62          55         18
          62          56         18
          62          57        119
          62          59         32
          62          60         56
          62          62         17
          62          63         20
          62          64         17
          62          65         15
          62          66        128
          62          67         15
          62          68         22
          62          69         89
          62          73         13
          62          75         17
          62          76         24
          62          77         15
          62          78         26
          62          80         17
          62          82         18
          62          84         68
          62          85          8
          62          89         16
          62          90         45
          63          11          6
          63          15         16
          63          16          7
          63          23         47
          63          25          7
          63          34         11
          63          35          5
          63          36         45
          63          37         68
          63          39         19
          63          43         64
          63          45         11
          63          46          9
          63          47         60
          63          50         31
          63          51         34
          63          52         28
          63          55         36
          63          56         96
          63          57        165
          63          59         54
          63          60         82
          63          63         52
          63          64         18
          63          65         29
          63          67         17
          63          68         24
          63          70         15
          63          73         67
          63          74         24
          63          78         18
          63          79         67
          63          89         48
          63          90         18
          64           6         39
          64          31          9
          64          34         10
          64          35         21
          64          36         79
          64          40         21
          64          46         15
          64          48         17
          64          50         17
          64          51         40
          64          52         18
          64          53         10
          64          54         15
          64          55         43
          64          56         48
          64          57        137
          64          60         16
          64          62         33
          64          63         63
          64          64         15
          64          65         41
          64          66         49
          64          68         26
          64          69        232
          64          75         35
          64          76         31
          64          77        101
          64          78         46
          64          79         27
          64          80         11
          64          85         22
          64          89         31
          64          90         13
          65           2          6
          65           5         18
          65          15         15
          65          16         56
          65          17         17
          65          21          5
          65          23         13
          65          25         47
          65          26         35
          65          29         10
          65          36         73
          65          37         29
          65          38          7
          65          40         30
          65          41         10
          65          43         26
          65          44         29
          65          45         72
          65          50          9
          65          51        146
          65          52         62
          65          53        118
          65          54         79
          65          55        134
          65          56         44
          65          57        216
          65          59         13
          65          60         18
          65          63         31
          65          65        111
          65          66        196
          65          67        147
          65          68         28
          65          69        105
          65          70         21
          65          71         68
          65          76         20
          65          77        189
          65          78         31
          65          80          4
          65          84         23
          65          85         21
          65          89         18
          66           2         14
          66           4         40
          66          15         24
          66          16          9
          66          17         27
          66          18         18
          66          20         15
          66          22         18
          66          25         88
          66          34         27
          66          35         11
          66          36         37
          66          37         13
          66          38         13
          66          39         14
          66          41         59
          66          42         24
          66          43         34
          66          45         95
          66          46         21
          66          48         18
          66          49         17
          66          51         22
          66          52        147
          66          53         18
          66          54         33
          66          55        122
          66          56         32
          66          57        134
          66          58         62
          66          60         27
          66          62         85
          66          63         27
          66          64         21
          66          65         68
          66          66        223
          66          67        351
          66          68         12
          66          69        212
          66          70         92
          66          71         49
          66          73          5
          66          75         69
          66          77        138
          66          78        111
          66          79         88
          66          80         17
          66          81         36
          66          84         28
          66          89         64
          66          90        125
          67           4         13
          67          15         12
          67          17         36
          67          21         35
          67          22         55
          67          23         66
          67          24         89
          67          25         51
          67          26         42
          67          33         16
          67          34         35
          67          36         28
          67          37         12
          67          38        100
          67          44         15
          67          45         97
          67          46         18
          67          47         50
          67          48          7
          67          49         30
          67          50         29
          67          51        152
          67          52         99
          67          53        144
          67          54         50
          67          55        145
          67          60         31
          67          62         54
          67          63         48
          67          65         28
          67          66        346
          67          67        591
          67          68        164
          67          69        266
          67          70         49
          67          71         41
          67          72         11
          67          73         48
          67          75         76
          67          76        105
          67          77         45
          67          79         35
          67          80          6
          67          84          8
          67          89         68
          67          90         73
          68           1         14
          68           3         11
          68           9         25
          68          16         32
          68          17         13
          68          18         57
          68          19         25
          68          20         15
          68          21         32
          68          22         14
          68          25         64
          68          34         39
          68          35         39
          68          36         46
          68          37         28
          68          38         28
          68          41         55
          68          42         73
          68          44         30
          68          45        141
          68          46         13
          68          48         61
          68          49         17
          68          50        208
          68          51        149
          68          52        330
          68          53         45
          68          54         21
          68          55         83
          68          57         92
          68          58         29
          68          61         21
          68          63         21
          68          64         21
          68          65         48
          68          66         29
          68          67        106
          68          68         60
          68          69        361
          68          70        192
          68          72         38
          68          73         39
          68          74         56
          68          75        106
          68          76         32
          68          77         30
          68          78         24
          68          79          4
          68          80          6
