Fri Feb 07 2020 22:16:43 GMT-0500 (Eastern Standard Time) - Run Time: 3423ms

Cross Tabulation Query Form - Trip - 2016 v1.1

Row: 2006 GTA zone of origin - gta06_orig
Column: 2006 GTA zone of destination - gta06_dest
Table: Planning district of origin - pd_orig

RowG:
ColG:
TblG:(1)

Filters:
Start time of trip - start_time In 900-1500
and
2006 GTA zone of origin - gta06_orig In 1-90
and
2006 GTA zone of destination - gta06_dest In 1-90

Trip 2016
ROW : gta06_orig
COLUMN : gta06_dest

TABLE    : pd_orig (PD 1 of Toronto)

  gta06_orig  gta06_dest      total
          68          89         21
          68          90         88
          69           1         11
          69          15         27
          69          19         27
          69          21         18
          69          22         14
          69          23         18
          69          24         43
          69          25         29
          69          26         24
          69          36         68
          69          37         56
          69          38         81
          69          39         12
          69          40         92
          69          41         70
          69          42         73
          69          43         50
          69          44        101
          69          45         55
          69          46        390
          69          47        107
          69          48         88
          69          49        112
          69          50        264
          69          51        293
          69          52        136
          69          53         64
          69          55         56
          69          56          8
          69          57         14
          69          58         29
          69          59         34
          69          62         26
          69          65         57
          69          66         13
          69          67        109
          69          68        186
          69          69        497
          69          70        206
          69          71        256
          69          72         44
          69          73        252
          69          74        597
          69          75        102
          69          79         44
          69          80         14
          69          85         10
          69          89         71
          69          90         69
          70          21         14
          70          25         27
          70          26         10
          70          34         14
          70          36          5
          70          38         13
          70          41         23
          70          43         38
          70          44          8
          70          45         26
          70          46         54
          70          47          6
          70          48         11
          70          49         80
          70          51         14
          70          52         47
          70          55         30
          70          57         27
          70          62         39
          70          67         70
          70          68          4
          70          69        291
          70          70        151
          70          71         55
          70          72         79
          70          73        127
          70          82         40
          70          90         19
          71           1          7
          71           6         16
          71          15         54
          71          21         37
          71          22         52
          71          25         43
          71          26          8
          71          31          4
          71          33          5
          71          35         73
          71          36         23
          71          37          5
          71          38         90
          71          40         23
          71          41         36
          71          42         72
          71          43         74
          71          44         84
          71          45        323
          71          46        190
          71          47         28
          71          49         96
          71          50         36
          71          51         20
          71          52        124
          71          53         23
          71          54         43
          71          55        117
          71          56         51
          71          57         52
          71          65         47
          71          66         45
          71          67        166
          71          68        228
          71          69        940
          71          70         51
          71          71        213
          71          72        164
          71          73        218
          71          75         52
          71          77        232
          72           5          5
          72          21        132
          72          23         26
          72          25         13
          72          33        123
          72          34         24
          72          36         51
          72          37         31
          72          38         29
          72          40         21
          72          42          9
          72          43        214
          72          44         50
          72          45         96
          72          47         55
          72          49         18
          72          50          9
          72          51         73
          72          52         24
          72          53         39
          72          55         11
          72          57         21
          72          65         25
          72          66         81
          72          67         11
          72          68         34
          72          69        608
          72          70        168
          72          71        236
          72          72         77
          72          73         62
          72          75         49
          72          77         42
          72          79          4
          72          84         19
          72          86         31
          72          89         69
          73          21         20
          73          25        132
          73          26          4
          73          37         25
          73          42         45
          73          43         19
          73          44         18
          73          46         37
          73          47         16
          73          48         18
          73          49          7
          73          50        213
          73          51         30
          73          53          7
          73          67         30
          73          68          8
          73          69        451
          73          70         27
          73          71        149
          73          72         26
          73          73         60
          73          74         29
          73          75          4
          73          76         30
          73          77         19
          73          84         18
          74          22         39
          74          36         19
          74          37          7
          74          38         15
          74          40         16
          74          43          8
          74          45          7
          74          48          7
          74          50          7
          74          52         12
          74          55         25
          74          62          7
          74          63          8
          74          68         63
          74          69        209
          74          70         75
          74          71         28
          74          73         13
          74          74         19
          74          75         11
          74          77         80
          74          79         18
          74          82         62
          74          89         31
          74          90         14
          75           1          9
          75           3          9
          75          15         26
          75          21         60
          75          22         13
          75          25          7
          75          26         19
          75          34         18
          75          35         14
          75          37         10
          75          38        272
          75          40         31
          75          41          6
          75          45         15
          75          48         12
          75          50         56
          75          51        149
          75          52         42
          75          53         87
          75          57         33
          75          60          7
          75          61         10
          75          64         11
          75          66        198
          75          67         46
          75          68         94
          75          69        293
          75          70          6
          75          71         52
          75          72         30
          75          74         34
          75          75         46
          75          76        398
          75          77         17
          75          78          7
          75          84         28
          75          89         23
          75          90         23
          76           1         23
          76          15         13
          76          19         61
          76          23          5
          76          26         18
          76          33        152
          76          36          9
          76          40         11
          76          43         14
          76          44        152
          76          45         35
          76          48         21
          76          50          7
          76          52         20
          76          53         16
          76          55         25
          76          57         96
          76          66        152
          76          67        117
          76          68         74
          76          69        341
          76          73          7
          76          74          7
          76          75         49
          76          76        230
          76          77         43
          76          79         28
          76          80         14
          76          81          7
          76          84         23
          76          90         63
          77           6         15
          77           7         26
          77          25         10
          77          26         54
          77          34         30
          77          36         18
          77          37          7
          77          38         24
          77          40         23
          77          43         19
          77          47         10
          77          48         27
          77          50         14
          77          52         11
          77          54         18
          77          55         38
          77          56         37
          77          57         68
          77          63         49
          77          64         15
          77          65         85
          77          66        193
          77          67         50
          77          69         69
          77          70         33
          77          71        156
          77          74         27
          77          75         49
          77          76         40
          77          77        216
          77          78        112
          77          79         39
          77          80         16
          77          81          7
          77          82          7
          77          84         19
          77          85         31
          77          89         47
          77          90        170
          78          15         47
          78          23         18
          78          25         25
          78          35         10
          78          36         38
          78          38         14
          78          40         16
          78          45         13
          78          46         20
          78          49         16
          78          52         30
          78          53         14
          78          54         35
          78          55         52
          78          60          5
          78          62         13
          78          63         18
          78          65         16
          78          66        169
          78          67         35
          78          68         18
          78          69         24
          78          76         55
          78          77        216
          78          79         34
          78          85         17
          78          89         37
          78          90        116
          79           2         18
          79           6         22
          79          15         16
          79          16          4
          79          21         22
          79          22         15
          79          25         26
          79          26         11
          79          31          4
          79          35         35
          79          36         52
          79          37          8
          79          38        105
          79          40         62
          79          42          7
          79          43         40
          79          45          7
          79          47         18
          79          48         22
          79          49          9
          79          50         37
          79          52          4
          79          55         32
          79          57         55
          79          58          7
          79          59         13
          79          63        128
          79          64         42
          79          65         18
          79          66        177
          79          67        155
          79          68         12
          79          69        277
          79          74         18
          79          75         29
          79          76        112
          79          77        139
          79          78         73
          79          79         30
          79          80         54
          79          81         17
          79          84         37
          79          89         18
          79          90         20
          80           6          4
          80           9         14
          80          22         46
          80          25         26
          80          31         10
          80          38          4
          80          46          4
          80          48         21
          80          49          5
          80          50         10
          80          51         48
          80          52         22
          80          54          6
          80          55         18
          80          57         14
          80          59          4
          80          60         21
          80          62         17
          80          63          8
          80          65          8
          80          66         22
          80          67         20
          80          68         59
          80          69         21
          80          73          4
          80          77         49
          80          79         70
          80          82         35
          80          84         93
          80          85         36
          80          89         78
          80          90         46
          81           6          9
          81          26         22
          81          35         37
          81          36         16
          81          56         35
          81          70          8
          81          71          5
          81          77         14
          81          79          8
          81          81          8
          82           3          4
          82          18         35
          82          37         14
          82          38          4
          82          39         55
          82          47         19
          82          49         20
          82          51         15
          82          54          8
          82          55         33
          82          56         16
          82          62         18
          82          65         23
          82          70         40
          82          71          4
          82          75          4
          82          77         22
          82          80         35
          82          83         28
          82          90         14
          83          16         27
          83          57         19
          83          75         19
          84           3         19
          84          16         23
          84          22         16
          84          25         41
          84          26         15
          84          29         17
          84          34         22
          84          35         19
          84          36         23
          84          37         17
          84          38         28
          84          41         19
          84          43         18
          84          45         19
          84          47         17
          84          50         23
          84          51        105
          84          52         62
          84          55          8
          84          56         36
          84          57        109
          84          62         61
          84          63         16
          84          65         86
          84          66         38
          84          67          8
          84          71         19
          84          72         37
          84          76         23
          84          77         56
          84          79         59
          84          80         63
          84          81         19
          84          88          8
          84          89         59
          84          90         63
          85          42         31
          85          69         14
          85          77         10
          85          80         18
          85          90          4
          87          45         21
          88          51         27
          88          67         14
          88          72          5
          88          84          8
          89           5         20
          89          25         17
          89          34         15
          89          37         42
          89          38         20
          89          43         22
          89          45         41
          89          51         41
          89          52         20
          89          55         22
          89          57         92
          89          66        105
          89          67         71
          89          69         21
          89          73          6
          89          77         96
          89          78         71
          89          79         38
          89          80         37
          89          84         20
          89          89        402
          89          90        152
          90           5         19
          90          11          5
          90          15         17
          90          16         18
          90          17         71
          90          21         73
          90          22         18
          90          25         51
          90          26         51
          90          33         20
          90          34         27
          90          35         13
          90          36         25
          90          37         21
          90          38          4
          90          41         58
          90          43         71
          90          45        113
          90          46         47
          90          47         45
          90          50         12
          90          51         41
          90          52        215
          90          53         17
          90          54        134
          90          55        120
          90          56         58
          90          57        125
          90          59         10
          90          60         22
          90          63         38
          90          65         72
          90          66         65
          90          67         91
          90          68         72
          90          69        187
          90          70         23
          90          71         20
          90          74         11
          90          75         91
          90          76         11
          90          77        313
          90          78         99
          90          79         36
          90          80         10
          90          84         38
          90          89        319
          90          90        336
